Title,Autor,Year
Informatics at Primary Education: Teachers’ Motivation and Barriers in Lithuania and Turkey,"Stupurienė, Gabrielė and Gülbahar, Yasemin",2022
Development of Web-Based Learning with Augmented Reality (AR) to Promote Analytical Thinking on Computational Thinking for High School,"Thabvithorn, Chayaphorn and Samat, Charuni",2022
Development and Assessment of Recommendation System Based on Behavioral Intervention Analysis,"Chang, Chih-Kai and Chen, Pin-Chen",2022
An Automatic Grading System for a High School-level Computational Thinking Course,"Tisha, Sirazum Munira and Oregon, Rufino A. and Baumgartner, Gerald and Alegre, Fernando and Moreno, Juana",2022
Fostering Computational Thinking in Undergraduated Music Conservatory Students,"Mandanici, Marcella",2022
TAD 6:2 Issue PDF,Sin Valor,2022
Computer science education and K-12 students’ computational thinking: A systematic review,"Lee, Sang Joon and Francom, Gregory M. and Nuatomue, Jeremiah",2022
"Integration of Python into Science Teacher Education, Developing Computational Problem Solving and Using Information and Communication Technologies Competencies of Pre-service Science Teachers","Bati, Kaan",2022
A Visual-Based Project Production Package for Design and Technology Subject Based on Computational Thinking Skills Across-STEM,"Ismail, Rahimah and Zaman, Halimah Badioze and Mohammad, Ummul Hanan",2022
Sandwich robot: how non-programmers solve computational problems,"Marchetti, Emanuela and Valente, Andrea and Dohn, Nina Bonderup",2022
Orchestration Between Computational Thinking and Mathematics,"Kaup, Camilla Finsterbach",2022
A method for assessing computational thinking in students using source code analysis,"Pacheco-Portuguez, Steven and Gonzalez-Torres, Antonio and Sancho-Chavarria, Lilliana and Trejos-Zelaya, Ignacio and Monge-Fallas, Jorge and Navas-Su, Jose and Canas, Alberto J. and Rodriguez, Andres and Chinchilla, Carol Angulo",2022
An Enhanced TSA-MLP Model for Identifying Credit Default Problems,Jianhua Jiang and Xianqiu Meng and Yang Liu and Huan Wang,2022
Computational thinking in the Ethiopian secondary school ICT curriculum,"Kassa, Ermias Abebe and Mekonnen, Enguday Ademe",2022
End-to-End Speech Summarization Using Restricted Self-Attention,R. Sharma; S. Palaskar; A. W. Black; F. Metze,2022
Reflections of future kindergarten teachers on the design of a mathematical instruction process didactic sequences with the use of robots,"Seckel, María José and Breda, Adriana and Farsani, Danyal and Parra, José",2022
Instructional practices promoting computational thinking in STEAM elementary classrooms,"Herro, Danielle and Quigley, Cassie and Plank, Holly and Abimbade, Oluwadara and Owens, Aileen",2022
Educational Robotics: Evaluating the Role of Computational Thinking in Attaining 21st Century Skills,"Amri, Saehful and Budiyanto, Cucuk Wawan and Fenyvesi, Kristof and Yuana, Rosihan Ari and Widiastuti, Indah",2022
Towards the Teaching of Computational Thinking: A New Curriculum in the Czech Republic,"Cirus, Lukas and Simonova, Ivana",2022
RESEARCH TRENDS AND ISSUES INCLUDING COMPUTATIONAL THINKING IN SCIENCE EDUCATION AND MATHEMATICS EDUCATION IN THE REPUBLIC OF KOREA,"Park, Woongbin and Kwon, Hyuksoo",2022
Relevance of pre-service teacher training to use ICT for the actual use in classrooms–focus on German secondary schools,"Lorenz, Ramona and Heldt, Melanie and Eickelmann, Birgit",2022
"Physics Education Research Conference, PERC 2022",Sin Valor,2022
Proposal of a conceptual modeling learning environment with task/model management functions,R. Maruyama; M. Kayama; T. Nagai; K. Otaku; N. Taguchi,2022
Towards Futures Literacy Through Computational Thinking and Storytelling Activities,"Brandhofer, Gerhard and Tengler, Karin",2022
Work-in-progress - Developing an Evidence-Centered Model for Computational Thinking in Virtual Worlds with Children with Autism,"Barrett, Alex and Zhang, Nuodi and Ke, Fengfeng and Moon, Jewoong and Sokolikj, Zlatko",2022
Invited Panel: A Dialogue on Socio- Technical Systems and Situation Awareness,J. Botev; K. Bellman,2022
Pre-Service Teacher Training Program of STEM-based Activities in Computing Science to Develop Computational Thinking,"Pewkam, Wichaya and Chamrat, Suthida",2022
Research on the Application of Module System in the Field of CG Painting,Y. Bo,2022
Challenges of preparing secondary STEM pre-service teachers in computational thinking,"Sabo, Hannah C. and Odden, Tor Ole B. and Gregers, Tone F.",2022
Logi-Corock: Learning Game Using Tangible Interfaces for Programming Education,"Suzuki, Yu and Iida, Fuka",2022
Teachers’ Perceptions of and Concerns About Integrating Computational Thinking into Science Teaching After a Professional Development Activity,"Ogegbo, Ayodele Abosede and Ramnarain, Umesh",2022
Invited Speech: Data Analytics and (Interpretable) Machine Learning for Social Good,"Martoglia, Riccardo",2022
Cybersecurity Based Simulation of Connected Automated Vehicles for Instructional Use,"Mohd, Tauheed Khan and Majumdar, Subhrajit and Mathur, Akshay and Javaid, Ahmad",2022
Exploring Diversity in Introductory Programming Classes: An Experience Report,"Groher, Iris and Vierhauser, Michael and Sabitzer, Barbara and Kuka, Lisa and Hofer, Alexander and Muster, David",2022
"15th International Conference on Blended Learning, ICBL 2022",Sin Valor,2022
Data Modeling Algorithm of Traditional Aesthetics and Modern Art Design Under the Background of Big Data,A. Han,2022
"Scaffolding, State-Based Modeling, and Multiple Representation: User Interface Concepts Implemented in an Interactive Online Learning Environment for Synergistic Learning of Physics and Computational Thinking","Kitagawa, Midori and Fishwick, Paul and Urquhart, Mary and Kesden, Michael and Guadagno, Rosanna and Gryder, Kieth and Tran, Ngoc and Najera, Alex and Ochoa, Diego",2022
Taxonomy for Educational Robotics at Schools,"Pedersen, Bjarke Kristian Maigaard Kjær and Ruwodo, Vuyelwa David and Shipepe, Annastasia and Uwu-Khaeb, Lannie and Yigzaw, Samuel Tewelde and Jormanainen, Ilkka and Nielsen, Jacob and Sutinen, Erkki",2022
User Experience Evaluation of a Computational Thinking-Enhanced Problem-Solving Tool: Findings and Next Steps,"Calderon, Juan Felipe and Rojas, Luis A. and Sorbello, Katrina and Acero, Nibaldo",2022
The Effectiveness of Game-Based Learning Application Integrated with Computational Thinking Concept for Improving Student’s Problem-Solving Skills,"Zaibon, Syamsul Bahrin and Yunus, Emram",2022
Smart libraries: Changing the paradigms of library services,Kingsley N Igwe and Abdulakeem S Sulyman,2022
Bebras Tasks Based on Assembling Programming Code,"Vaníček, Jiří and Šimandl, Václav and Dobiáš, Václav",2022
Assessment of Computational Thinking – A Croatian Evidence-Centered Design Model,"Bubica, Nikolina and Boljat, Ivica",2022
Review of the Adaptability of a Set of Learning Games Meant for Teaching Computational Thinking or Programming in France,"Saddoug, Hajar and Rahimian, Aryan and Marne, Bertrand and Muratet, Mathieu and Sehaba, Karim and Jolivet, Sébastien",2022
"The Effect of Gender, Grade, Time and Chronotype on Computational Thinking: Longitudinal Study","Demİr-Kaymak, Zeliha and Duman, İbrahim and Randler, Christoph and Horzum, Mehmet Barış",2022
Sucre4Stem: Internet of things in classrooms,"Trilles, Sergio and Monfort-Muriach, Aida and Cueto-Rubio, Enrique and Granell, Carlos and Juan, Pablo",2022
Educational Policy Framework to promote Computational Thinking towards STEAM in Public Schools in Boyacá - Colombia,"Fernández, Eduardo A. and Roa Martín, Nancy C.",2022
Abstracting the Understanding and Application of Cognitive Load in Computational Thinking and Modularized Learning,"Gabatino, Taylor and Ogawa, Michael-Brian C. and Crosby, Martha E.",2022
TPACK leveraged: A redesigned online educational technology course for STEM preservice teachers,"Umutlu, Duygu",2022
Teaching of the Yupana with the Tawa Pukllay method for developing the Computational Thinking in children,"Alvarado, Lorena and Falcon, Carla and Gutiérrez-Cárdenas, Juan and Romero-Romero, Vilma S.",2022
"5th International Conference on Innovative Technologies and Learning, ICITL 2022",Sin Valor,2022
Scratch + CNC: Mixing Physical and Digital Worlds,"Maraschin, Dirceu and Gutierres, Anderson Eugênio Souza and Primo, Tiago Thompsen",2022
Automated Feedback and Authentic Assessment for Online Computational Thinking Tutoring Systems,"Jamil, Hasan M. and Mou, Xin",2022
Double-Assimilation of Prosperity and Destruction Oriented Improved Imperialist Competitive Algorithm with Computational Thinking,"Li, Bin and Tang, Zhi-Bin",2022
Teachers’ Preparedness for Integrating Programming and Computational Thinking in Art and Crafts,"Sevik, Kristine and Tømte, Cathrine E.",2022
Towards Developing Computational Thinking Skills Through Gamified Learning Platforms for Students with Autism,"Elshahawy, Menna and Bakhaty, Mariam and Ahmed, Ghada and Aboelnaga, Khaled and Sharaf, Nada",2022
Proposal of a conceptual modeling learning environment with task/model management functions,"Maruyama, Ryoga and Kayama, Mizue and Nagai, Takashi and Otaku, Koki and Taguchi, Naomi",2022
A Digital Game-Based Model for Assessing Computational Thinking Skills,"Yi, Xitian and Liu, Fanhua and Zhan, Zehui",2022
INTRODUCING HIGH SCHOOL STATISTICS TEACHERS TO PREDICTIVE MODELLING AND APIs USING CODE-DRIVEN TOOLS,"Fergusson, Anna and Pfannkuch, Maxine",2022
Programming in early childhood education: A systematic review,Elena Macrides and Ourania Miliou and Charoula Angeli,2022
Conclusion and outlook,"Hwu, Wen-mei W. and Kirk, David B. and Hajj, Izzat El",2022
"13th International Conference on Robotics in Education, RiE 2022",Sin Valor,2022
Teacher enactment of the Geospatial Inquiry cycle in classrooms following scaled up professional learning and development,"Brooke A. Whitworth, Lori Rubino-Hare, Francis Boateng, Anne Hamlin, Nena E. Bloom and Eric Nolan",2022
Sandwich robot: how non-programmers solve computational problems,E. Marchetti; A. Valente; N. B. Dohn,2022
Collaborative design and build activity in a CS1 course: A practical experience report,"Brieven, Géraldine and Leduc, Laurent and Donnet, Benoit",2022
Computational thinking: programming and robotics to reduce dyscalculia; [Pensamiento computacional: programación y robótica para disminuir la discalculia],"Cristina, Lengua Cantero Claudia and de Jesús, Acosta Meza David and Angelica, Garcia Medina Maria and Roberto, Ruiz Escorcia Rafael",2022
Let the Games Speak by Themselves: Towards Game Features Discovery Through Data-Driven Analysis and Explainable AI,"Martoglia, Riccardo and Pontiroli, Matteo",2022
Are distinct modes of using digital technologies evident by age eight? Implications for digital divides.,Maria T. Corkin and Kane Meissel and Elizabeth R. Peterson and Kerry Lee and Nasser Giacaman and Stéphane Janicot and Susan M.B. Morton,2022
Assessing Algorithmic Thinking Skills in Relation to Gender in Early Childhood,"Kanaki, Kalliopi and Kalogiannakis, Michail",2022
Brazilian research in Education on the use of technologies in High School in the beginning of the 21st century and its distancing from BNCC construction; [A pesquisa brasileira em Educação sobre o uso das tecnologias no Ensino Médio no início do século XXI e seu distanciamento da construção da BNCC]; [La investigación brasileña en educación sobre el uso de tecnologías en la escuela secundaria a princípios del siglo XXI y su distanciamiento de la construcción de BNCC],"Fernandes, Alvaro Martins and de Almeida, Fernando José and de Almeida, Siderly do Carmo Dahle",2022
The Practice of Data-Driven Journalism in Brazil: Between Disruption and the Reinstatement of Professional Values,Fábio Henrique Pereira and Bruna Mastrella,2022
Understanding Humans’ Cognitive Processes During Computational Thinking Through Cognitive Science,"Datwani, Kiran and Ogawa, Michael-Brian C. and Crosby, Martha E.",2022
"Computational Thinking, a Discipline to Enhance Digital Skills Such as Programming",Y. Caballero-Gonzalez,2022
"16th International Conference on Augmented Cognition, AC 2022 Held as Part of the 24th HCI International Conference, HCII 2022",Sin Valor,2022
Informatics Education in German Primary School Curricula,"Nenner, Christin and Bergner, Nadine",2022
Introduction,"Hwu, Wen-mei W. and Kirk, David B. and Hajj, Izzat El",2022
The Development of Students' Computational Thinking Practices in AI Course Using the Game-Based Learning: A Case Study,"Ma, Jingsi and Zhang, Yi and Bin, Hesiqi and Wang, Kang and Liu, Jinfang and Gao, Hanrui",2022
Trends and Issues in STEM + C Research: A Bibliometric Perspective,"Du, Hanxiang and Xing, Wanli and Pei, Bo and Zeng, Yifang and Lu, Jie and Zhang, Yuanlin",2022
Planning Computer Science Instruction for Students With High-Incidence Disabilities,Amy Hutchison and Anya S. Evmenova,2022
A Game to Promote Safe Use of Online Media with Mixed Reality Technology,"Tannitisataporn, Ganokpan and Nuatongdee, Chanoknet and Jamsri, Pornsuree",2022
Research on the Construction of Evaluation Indicators of Students' Computational Thinking Based on Spectral Clustering,"Zhang, Wei and Zeng, Xinyao and Ming, Daoyang and Wang, Jihan",2022
Developing Student’s Comprehensive Knowledge of Physics Concepts by Using Computational Thinking Activities: Effects of a 6-Week Intervention,"Bufasi, Ergi and Hoxha, Mario and Cuka, Klea and Vrtagic, Sabahudin",2022
The Design and Development of the Mobile Based Learning Environment to Enhance Computational Problem Solving in Programming for High School Students,"Sirimathep, Kanyarat and Kanjug, Issara and Samat, Charuni and Wattanachai, Suchat",2022
CALRECOD — A software for Computed Aided Learning of REinforced COncrete structural Design,Luis Fernando Verduzco and Jaime Horta and Miguel A. Pérez Lara y Hernández and Juan Bosco Hernández,2022
Computational Thinking: Focus on Pattern Identification,"Léonard, Marielle and Peter, Yvan and Secq, Yann and Fluckiger, Cédric",2022
Developing Computational Thought in Mathematics through Educational Robotics in Basic Education: A practical research analysis,"Oliveira, Janaina Fonseca and Quarto, Cicero Costa and Silva Dos Santos, Andre Luis and Belfort, Iran Charles Pereira and De Jesus Viana Sa, Eveline and Santos, Jhonny Robert Sousa",2022
"15th International Conference on Informatics in Schools: Situation, Evolution, and Perspectives, ISSEP 2022",Sin Valor,2022
Syntax Exercises and Their Effect on Computational Thinking,"Johnson, Marina and Swanson, Hillary and Edwards, John",2022
"13th EAI International Conference on e-Infrastructure and e-Services for Developing Countries, AFRICOMM 2021",Sin Valor,2022
Developing computational thinking among pre-service teachers,"Peracaula-Bosch, Marta and González-Martínez, Juan",2022
Single or Combined? A Study on Programming to Promote Junior High School Students’ Computational Thinking Skills,Lihui Sun and Linlin Hu and Danhua Zhou,2022
Voting Item: Story-work in human-centric software engineering,"Rainer, Austen and Menon, Catherine",2022
"21st IFIP WG 6.11 Conference on e-Business, e-Services, and e-Society, I3E 2022",Sin Valor,2022
A Design and Application of Software Liberal Arts Course based on CT-CPS Model for Developing Creative Problem-Solving Ability and Learning Motivation of Non-software Majors,"Park, Hee Jung and Jeon, Yong Ju",2022
The relationships between computational and mathematical thinking: A review study on tasks,"Wu, Wan-Rou and Yang, Kai-Lin",2022
Melting Your Models: An Integrated AI-based Creativity Support Tool for Inspiration Evolution,X. Zhang; X. Mao; Y. Yin; C. Chai; T. Zhang,2022
Assessing Computational Thinking: The Relation of Different Assessment Instruments and Learning Tools,"Masiulionytė-Dagienė, Vaida and Jevsikova, Tatjana",2022
Bringing Computer Science Concepts into the Language Classroom: A Case Study on Teachers' and Students' Perception of Modeling to Teach Computational Thinking,"Rottenhofer, Marina and Leitner, Sandra and Kuka, Lisa and Sabitzer, Barbara",2022
A Project-Based Collaboration between Software Engineering and Criminology Students : Building Applications to Understand Racial Injustice in the Criminal Justice System,"Pulimood, S. Monisha and Leigey, Margaret E. and Bates, Diane C. and Pearson, Kim and Mishra, Supriya",2022
Bebras Challenge in a Learning Analytics Enriched Environment: Hungarian and Indian Cases,"Pluhár, Zsuzsa and Kaarto, Heidi and Parviainen, Marika and Garcha, Sonia and Shah, Vipul and Dagienė, Valentina and Laakso, Mikko-Jussi",2022
Reflective Writing Supports Metacognition and Self-regulation in Graduate Computational Science and Engineering,Jill Zarestky and Michelle Bigler and Mollie Brazile and Tobin Lopes and Wolfgang Bangerth,2022
"Programming Massively Parallel Processors: A Hands-on Approach, Fourth Edition","Hwu, Wen-mei W. and Kirk, David B. and Hajj, Izzat El",2022
An Automatic Grading System for a High School-level Computational Thinking Course,S. M. Tisha; R. A. Oregon; G. Baumgartner; F. Alegre; J. Moreno,2022
Metacognition for artificial intelligence system safety – An approach to safe and desired behavior,Bonnie Johnson,2022
Use of IoT Programming in Mudslide Disaster Prevention Education for Children,"Tsuei, Mengping and Chang, Yuan-Chen and Chiu, Jen-I.",2022
Parallel programming and computational thinking,"Hwu, Wen-mei W. and Kirk, David B. and Hajj, Izzat El",2022
muco: A MUSIC COMPUTING LEARNING APPLICATION,"Hu, Patricia and Hödl, Oliver and Reichl, Peter and Kayali, Fares and Eibensteiner, Iris and Taufner, Bernhard and Schefer-Wenzl, Sigrid and Miladinovic, Igor",2022
The Effect of integrating Peer Tutoring Strategy in Programming Learning,"Lai, Ah-Fur and Lin, Hsing-Hsuan and Yang, Cheng-Ying and Liang, Dan-Ling",2022
Natural Language Programming with TryPL,"Keene, Joseph and Jamil, Hasan M",2022
Examining how problem design relates to computational thinking practices,"Bott, Theodore E. and Stump, Tyler and Caballero, Marcos D. and McPadden, Daryl R. and Irving, Paul W.",2022
Ten years of augmented reality in education: A meta-analysis of (quasi-) experimental studies to investigate the impact,Hsin-Yi Chang and Theerapong Binali and Jyh-Chong Liang and Guo-Li Chiou and Kun-Hung Cheng and Silvia Wen-Yu Lee and Chin-Chung Tsai,2022
The Effects of Computational Thinking Strategies in English Writing on Students’ Foreign Language Anxiety,"Murti, Astrid Tiara and Sandnes, Frode Eika and Wu, Ting-Ting",2022
Effect of Learning Computational Thinking Using Board Games in Different Learning Styles on Programming Learning,"Liu, Han-Chi and Chen, Hong-Ren and Yu, Sen-Chi and Shih, Yu-Ting",2022
"Building, Controlling and Simulating We-Do Robots","Wael, Ahmed and Ahmed, Ghada and Sharaf, Nada",2022
Theoretical Basis for Creating a Virtual-Educational Museum,K. Z. Turdievna; K. M. Abdijabborovna; A. R. Kadirjanovich,2022
A Teaching Practice Design Based on a Computational Thinking Approach for Prospective Math Teachers Using Ed-Tech Apps,"Aminah, Neneng and Sukestiyamo, YL and Wardono and Cahyono, Adi Nur",2022
Mental Factor Classification Using Computational Model of Consciousness,R. J. Ramteke; S. S. Gharde; D. D. Bage; A. P. Dongre,2022
A Hermeneutic Approach to Simplify Programming: Secondary Education Case Studies,"Valente, Andrea and Marchetti, Emanuela",2022
Research on Product Innovation Intention Analysis System Model Based on Computational Thinking,"Zhang, Shuo and Zou, Hua and Qiao, Zhicheng and Sun, Jian and Xu, Yan",2022
Computational Thinking in Middle School Science,"Bradford, Allison and Gerard, Libby and Lim-Breitbart, Jonathan and Miller, Jadda and Linn, Marcia C.",2022
Towards a computer-assisted Computational Thinking (CT) assessment system in higher education,"Zhang, Xiaoling and Specht, Marcus",2022
What you find depends on how you see: examining asset and deficit perspectives of preservice science teachers’ knowledge and learning,"Ron Gray, Scott McDonald and David Stroupe",2022
Incidence of Algorithmic Thinking Skills in Problem-Solving Skills: A Didactic Proposal in the Context of Basic Secondary Education; [Incidencia de las habilidades de pensamiento algorítmico en las habilidades de resolución de problemas: una propuesta didáctica en el contexto de la educación básica secundaria],"Pérez, Diego Fernando Pinzón and Palacio, Enoc Valentín González",2022
A Python-based lab module to conduct thermodynamic cycle analysis,"Aulicino, Alexa and Bakrania, Smitesh",2022
Collaborative Behavior Patterns of Students in Programming Instruction,Sinan Hopcan and Elif Polat and Ebru Albayrak,2022
Teaching Computational Thinking and Spatial Visualization in K-12 with 3D Weather Visualizations,"Mohammadi-Aragh, Mahnas Jean and Sun, Yan and Dyer, Jamie L. and Harris, Jonathan G. and Robinson, Chase A. and Bai, Mengni and Kavanagh, Jolie K. and Ball, Kimberly E.",2022
"Developing the computational thinking process in Physics courses, an empirical study for the learning of the rigid body concept in engineering students","Juarez, Erika Cervantes and Guzman, Daniel Sanchez",2022
Research on Topic Evolution Analysis of Computational Thinking Based on Maximum Likelihood Estimation and CiteSpace,"Xu, Yilong and Zhao, Fujing",2022
"2022 IEEE International Humanitarian Technology Conference, IHTC 2022",Sin Valor,2022
Mapping the relations between computational thinking and mathematics in terms of problem-solving,"Kaup, Camilla Finsterbach",2022
Snapshot of Computational Thinking in Turkey: A Critique of 2019 Bebras Challenge,"Kalelİoğlu, Filiz and Doğan, Dilek and Gülbahar, Yasemin",2022
An Examination of Elementary Classroom Dialogue: Implicit and Explicit Use of the NGSS Crosscutting Concepts in an Integrated STEM Unit,"Sarah J. Fick, Jennifer L. Chiu and Kevin W. McElhaney",2022
Educational Multi-Purpose Kit for Coding and Robotic Design,"Thongpool, Atikhun and Hormdee, Daranee and Chutipakdeevong, Raksit and Tansakul, Wasan",2022
Artificial intelligence,Sin Valor,2022
"Interdisciplinary approaches to the teaching of forensic science in the Forensic Science Undergraduate Program of the National Autonomous University of Mexico, before and after COVID-19",Ana María Sosa-Reyes and Alexa Villavicencio-Queijeiro and Luis Jiro Suzuri-Hernández,2022
Practical thinking while learning to program – novices’ experiences and hands-on encounters,Kristina von Hausswolff,2022
Promoting Computational Thinking Through Science-Engineering Integration Using Computational Modeling,"Basu, Satabdi and McElhaney, Kevin W. and Rachmatullah, Arif and Hutchins, Nicole and Biswas, Gautam and Chiu, Jennifer",2022
All Aboard: One Year of Accessible and Inclusive Remote School Trips,"Pretelli, Adele and Klopfenstein, Lorenz Cuno and Francesco, Gian Marco Di and Paolini, Brendan Dominic and Bogliolo, Alessandro",2022
Toward a learning game on Computational Thinking Driven by Competencies,"Kanaan, Malak and Maillos, Sébastien and Muratet, Mathieu and Jolivet, Sébastien and Marne, Bertrand and Sehaba, Karim",2022
Teaching of emerging technology in construction education,"Debs, L. and Hubbard, B. and Zimpfer, M.",2022
TEACHING THE ORDER OF OPERATIONS TOPIC TO FOURTH-GRADERS USING CODE.ORG; [CODE.ORG İLE DÖRDÜNCÜ SINIF ÖĞRENCİLERİNE İŞLEM ÖNCELİĞİ KONUSUNUN ÖĞRETİLMESİ],"Sümen, Özlem Özçakir",2022
Design an Assessment for an Introductory Computer Science Course: A Systematic Literature Review,"Cheng, Qingwan and Tao, Angela and Chen, Huangliang and Samary, Maira Marques",2022
Modelling Assessment Rubrics through Bayesian Networks: a Pragmatic Approach,"Mangili, Francesca and Adorni, Giorgia and Piatti, Alberto and Bonesana, Claudio and Antonucci, Alessandro",2022
Student motivation in science learning with embodied Computational Thinking,"Dohn, Niels Bonderup and Dohn, Nina Bonderup",2022
"Digital Games for Creativity Assessment: Strengths, Weaknesses and Opportunities","Janet Rafner, Michael Mose Biskjær, Blanka Zana, Steven Langsford, Carsten Bergenholtz, Seyedahmad Rahimi, Andrea Carugati, Lior Noy and Jacob Sherson",2022
Impact of Computational Thinking in Engineering and K12 Education,"Rana, Deepak Singh and Dimri, Sushil Chandra and Malik, Preeti and Dhondiyal, Shiv Ashish",2022
CT for All? Computational Thinking in Danish Language Arts,"Hachmann, Roland and Hansen, Stig Børsen",2022
The Waste Separation Game to Promote Computational Thinking Through Mixed Reality Technology,"Phatarametravorakul, Worapat and Cheevanantaporn, Suphitsara and Jamsri, Pornsuree",2022
"DCECTEL 2022 - Proceedings of the Doctoral Consortium of the 17th European Conference on Technology Enhanced Learning, co-located with the 17th European Conference on Technology Enhanced Learning, EC-TEL 2022",Sin Valor,2022
Cultural Heritage Through Educational Robots: Using a Ukrainian Folk Tale with a Programmable Robot in Early Childhood Education,"Samuelsson, Robin",2022
Validating a Code-Free Computational Thinking Assessment for Elementary School Students: Preliminary Results,"Rachmatullah, Arif and Tate, Carol and Beesley, Andrea and Levin-Guracar, Elise",2022
"27th Asian Technology Conference in Mathematics, ATCM 2022",Sin Valor,2022
Future Lower Primary School Teachers Taking an Online Algorithmization and Programming Course and Self-Assessing their Performance,"Havlaskova, T. and Javorcik, T.",2022
How do mathematics interest and self-efficacy influence coding interest and self-efficacy? A structural equation modeling analysis,Haozhe Jiang and Darren Turnbull and Xiaoqin Wang and Ritesh Chugh and Yingshan Dou and Suting Chen,2022
A STEM Course for Computational Thinking Development with BEAM Robotics,"Boya-Lara, Carlos and Diaz-Solano, Daniela and Fehrenbach, Aaron and Saavedra, Doris",2022
DEVELOPING AN ONTOLOGY OF MULTIPLE PROGRAMMING LANGUAGES FROM THE PERSPECTIVE OF COMPUTATIONAL THINKING EDUCATION,"Nongkhai, Lalita Na and Wang, Jingyun and Mendori, Takahiko",2022
Orchestrating the Multidisciplinary Implementation of a Narrative-Centered Learning Environment in Upper Elementary Classrooms,"Vandenberg, Jessica and Boulden, Danielle and Cully, Kimkinyona and Elsayed, Rasha and Smith, Andy and Cheuoua, Aleata Hubbard and Minogue, James and Oliver, Kevin and Ringstaff, Cathy and Mott, Bradford",2022
Computational thinking as part of compulsory education: How is it represented in Swedish and Norwegian curricula?,"Vinnervik, Peter and Bungum, Berit",2022
Measuring Cognitive Loads while Learning Computational Statistics,"Quintero-Manes, Roxana and Vieira, Camilo and Hernandez-Vargas, Natalia",2022
Designing learning environments with iterative conjecture mapping to support teachers' computational thinking learning,"Peel, Amanda and Kelter, Jacob and Zhao, Lexie and Horn, Michael and Wilensky, Uri",2022
Assessing digital self-efficacy: Review and scale development,Anna-Sophie Ulfert-Blank and Isabelle Schmidt,2022
Embodied responsive teaching for supporting computational thinking in early childhood,"Flood, Virginia J. and Wang, X. Christine and Sheridan, Michael",2022
MindMaths: learning mathematics in the early years through computational thinking and robotics,"Gomes, Cristina Azevedo and Gomes, Helena and Figueiredo, Maria and Lucas, Antonio and Menezes, Luis",2022
Block-based programming and computational thinking in a collaborative setting: A case study of integrating programming into a maths subject,"Andersen, Renate",2022
Teachers' understanding of programming and computational thinking in primary education - A critical need for professional development,"Kravik, Reiar and Berg, Tonje Karoliussen and Siddiq, Fazilat",2022
"A solution to what? Aims and means of implementing informatics-related subjects in Denmark, Sweden, and England","Tamborg, Andreas Lindenskov",2022
Integrating Computer Science and Physical Education in Elementary Schools with Data Science Learning Modules Using Wearable Microcontrollers,"Jeong, Hyun and Payton, Jamie and Julien, Christine and Castelli, Darla",2022
Quantum Dynamic Network Modeling Algorithm in Mathematical Modeling Training Combined with BOPPPS Comprehensive Networking System Construction,"Li, Mingwei",2022
"Proceedings - 2022 European Conference on Communication Systems, ECCS 2022",Sin Valor,2022
Artificial intelligence in early childhood education: A scoping review,Jiahong Su and Weipeng Yang,2022
Do Structured Flowcharts Outperform Pseudocode? Evidence from Eye Movements,"Andrzejewska, Magdalena and Stolińska, Anna",2022
Robotics and LOMLOE. Systematic revision of robotics as inclusive tool; [Revisión sistemática de la robótica como herramienta inclusiva],"Jiménez, Óscar Gómez",2022
Learning Algebra with Robotics in Math Classes,"Chuang, Ching-Wei and Cheng, Harry H.",2022
Video Games Platforms: A Gateway to New Trends for Initial Programming Education,"Díaz, Jaime and Bustamante, Ana and Ramírez V, Gabriel M. and Hochstetter, Jorge",2022
PERSONALIZED PRODUCT DESIGN THROUGH DIGITAL FABRICATION,"Minnoye, L.M. and Tajdari, Farzam and Doubrovski, L. and Wu, Jun and Kwa, Felix and Elkhuizen, Willemijn S. and Huysmans, Toon and Song, Yu",2022
Reflective Use v. Rote Use: Engaging Students in Computational Thinking for Science with Computational Tools,"Allan, Sara and Hurt, Timothy and Greenwald, Eric",2022
Capitalizing on a Small Dataset to Refine a Mixed Methods Study,"Polasik, Alison",2022
Behavioural Dimensions of College Students’ Intention to Implement Computational Thinking in Designing Spreadsheets for Accounting,"Muchsini, Binti and Siswandari and Gunarhadi and Wiranto",2022
Creating Stellar Lessons with Digital Tools: From Integration to Innovation in Technology-Enhanced Teaching,"Luterbach, Kenneth J.",2022
Use of clustering in human solutions of the traveling salesperson problem,"Marupudi, Vijay and Harsch, Rina Miyata and Park, Jimin and Vimal Rao, V.N. and Bye, Jeffrey Kramer and Varma, Sashank",2022
Who Stole the Book of Kells? Description and Player Evaluation of a Cryptography Game for Primary School Students,"Rocha, Mariana and Almo, André and Dondio, Pierpaolo",2022
"Coding with Block Programming Languages in Educational Robotics and Mobiles, Improve Problem Solving, Creativity & Critical Thinking Skills","Moraiti, Ioanna and Fotoglou, Anestis and Drigas, Athanasios",2022
Data Science Ethos Lifecycle: Interplay of Ethical Thinking and Data Science Practice,"Margarita Boenig-Liptsin, Anissa Tanweer and Ari Edmundson",2022
"Dataland: An Informed, Situated, and Critical Approach to Data Literacy","Wang, Lingyu and Dasgupta, Sayamindu",2022
Examining the Realities and Nuances of 'Low-stakes' Interest-Driven Learning Environments,"Worsley, Marcelo",2022
"Instructor facilitation of STEM+CT discourse: engaging, prompting, and guiding students' computational modeling in physics","Snyder, Caitlin and Hutchins, Nicole M. and Biswas, Gautam and Narasimham, Gayathri and Emara, Mona and Yett, Bernard",2022
