Title,Autor,Year
Comparing Pre-tertiary Curricula to Investigate the Timing of Computing Exposure,"Varoy, Elliot and Lee, Kerry and Luxton-Reilly, Andrew and Giacaman, Nasser",2021
Combining Computational Thinking and Chibitronics and Makey Makey to Develop a Social Story Teaching Aid System to Improve Social Reciprocity and Emotional Expression Skills for Autistic Children,"Li, Xin-Zhu and Kang, Xin",2021
An investigation of barriers to Hong Kong K-12 schools incorporating Artificial Intelligence in education,Tianchong Wang and Eric Chi Keung Cheng,2021
An Investigation into the Relationship Between Structured Dance Activities and Computational Thinking Skills,"Fairlie, Fiona",2021
Collaboration and engagement based coding training to enhance children’s computational thinking self-efficacy,Meltem Özmutlu and Derin Atay and Barış Erdoğan,2021
Computational Thinking and Block-Based Programming for Beginning Engineering Students: Systematic Review of the Literature,"Curasma, Ronald Paucar and Villalba-Condori, Klinge Orlando and Jara, Nolan Jara and Llamoca, Rosa Quispe and Chávez, Julio Cesar Cabrera and Ponce-Aranibar, María Del Pilar",2021
COEDU-IN Project: an inclusive co-educational project for teaching computational thinking and digital skills at early ages,"González-González, Carina S. and Caballero-Gil, Pino and García-Holgado, Alicia and García-Peñalvo, Francisco J. and Molina, Jezabel and del Castillo-Olivares, José M. and San Juan, Bernardo Candela and Cuesta, Sara García and Perdomo, Inmaculada and Caballero-Gil, Cándido and Gutíerrez-Vela, Francisco and Paderewski, Patricia and Holz, Verónica Violant and Iranzo, Rosa Gil and Ramos, Sofía",2021
Coding Training Proposal from Kindergarten to High School,"Benetti, Elisa and Mazzini, Gianluca",2021
A Robotics-based Learning Environment Supporting Computational Thinking Skills — Design and Development,"Tengler, Karin and Kastner-Hauler, Oliver and Sabitzer, Barbara",2021
An Engineering Computational Thinking Diagnostic: A Psychometric Analysis,"Diaz, Noemi V. Mendoza and Trytten, Deborah A. and Meier, Russ and Yoon, So Yoon",2021
Choose Your Own Adventure - Designing Equity-focused CS/CT modules for K-5 Elementary Schools,"Bevan, Katie and Zeitz, Melissa and Chouinard, Rachel and Rita, Laura and Wohler, Scott",2021
Cognitive abilities and computational thinking at age 5: Evidence for associations to sequencing and symbolic number comparison,Anaclara Gerosa and Víctor Koleszar and Gonzalo Tejera and Leonel Gómez-Sena and Alejandra Carboni,2021
A Redesigned Reconstruction Kit for Rapid Collaborative Debugging and Designing of E-Textiles,"Fields, Deborah A. and Lin, Yuhan and Jayathirtha, Gayithri and Kafai, Yasmin B.",2021
Chapter 5 - Battery state-of-charge estimation methods,Shunli Wang and Yongcun Fan and Daniel-Ioan Stroe and Carlos Fernandez and Chunmei Yu and Wen Cao and Zonghai Chen,2021
An alternative approach for measuring computational thinking: Performance-based platform,Emre Çoban and Özgen Korkmaz,2021
Chapter 4 - Challenges and solutions for big data in personalized healthcare,Tim Hulsen,2021
An Advanced Intrusion Detection System for IIoT Based on GA and Tree Based Algorithms,"Kasongo, Sydney Mambwe",2021
Cognitive System to Clarify the Semantic Vulnerability and Destructive Substitutions,Larisa Ismailova and Viacheslav Wolfengagen and Sergey Kosikov,2021
An adaptive educational computer game: Effects on students' knowledge and learning attitude in computational thinking,Danial Hooshyar and Liina Malva and Yeongwook Yang and Margus Pedaste and Minhong Wang and Heuiseok Lim,2021
An Accelerated CS0 for Online Mature-Age Part-Time Students,"Billingsley, William and Vitale, Jonathan",2021
A Semantic Model for Indexing in the Hidden Web,Larisa Ismailova and Viacheslav Wolfengagen and Sergey Kosikov,2021
Chapter 18 - Conservation behavior: effects of light pollution on insects,Brett Seymoure and Elizabeth K. Peterson and Rachel Y. Chock,2021
Collaborative Game-Based Environment and Assessment Tool for Learning Computational Thinking in Primary School: A Case Study,"Zapata-C&#x00E1;ceres, Mar&#x00ED;a and Mart&#x00ED;n-Barroso, Estefan&#x00ED;a and Rom&#x00E1;n-Gonz&#x00E1;lez, Marcos",2021
Challenges and Unexpected Affordances of Physical Computing Going Remote,"Chakarov, Alexandra Gendreau and Bush, Jeffrey and Biddy, Quentin L and Jacobs, Jennifer and Elliott, Colin Hennessy and Sumner, Tamara",2021
Capitalizing on a Small Dataset to Refine a Mixed Methods Study,"Polasik, Alison",2022
AlfaDatizando: a Data Visualization Platform to work Computational Thinking in Digital Humanities,"Beatriz, Lliteras Alejandra and Alejandro, Artopoulos and Alejandro, Fernández and Jimena, Huarte",2022
A Data-Driven Approach to Reparative Description at the University of Chicago,"Gosselar, Ashley",2022
A Pair of ACES: An Analysis of Isomorphic Questions on an Elementary Computing Assessment,"Parker, Miranda C. and Garcia, Leiny and Kao, Yvonne S. and Franklin, Diana and Krause, Susan and Warschauer, Mark",2022
CALRECOD — A software for Computed Aided Learning of REinforced COncrete structural Design,Luis Fernando Verduzco and Jaime Horta and Miguel A. Pérez Lara y Hernández and Juan Bosco Hernández,2022
Building cognition through material engagement,Hugo Mulder,2022
Advancing Opportunities for CS Teachers: How To Best Support Professional Development for Experienced Teachers in K-12 CS Education,"Kafai, Yasmin and Goode, Joanna and Twarek, Bryan and Fields, Deborah and Yadav, Aman and Logan, Linnea",2022
Building a school data portal using open data: A description of the user research & development process,Steven Azeka and Aankit Patel and Kenjiro Kanamaru,2022
Bringing Computational Thinking Skills Into Physics Classroom Through Project-Based Learning,"Handayani, Rif’Ati Dina and Lesmono, Albertus Djoko and Prastowo, Srihandono Budi and Supriadi, Bambang and Dewi, Nila Mutia",2022
Bringing Automatics and Robotics closer to pre-university students,Á. Hoyo and F.J. Mañas-Álvarez and E. Rodríguez-Miranda and J.D. Gil and M. Castilla and J.L. Guzmán,2022
A new nearest neighbor-based framework for diabetes detection,Suyanto Suyanto and Selly Meliana and Tenia Wahyuningrum and Siti Khomsah,2022
Activities to develop computational thinking contextualized with COVID-19 pandemic: a case study,"Santos, Icleia and Grebogy, Elaine Cristina and Castilho, Marcos Alexandre",2022
Block-based abstractions and expansive services to make advanced computing concepts accessible to novices,Corey Brady and Brian Broll and Gordon Stein and Devin Jean and Shuchi Grover and Veronica Cateté and Tiffany Barnes and Ákos Lédeczi,2022
Achieving CSforAll: Preparing Special Education Pre-service Teachers to Bring Computing to Students with Disabilities,"Yadav, Aman and Israel, Maya and Bouck, Emily and Cobo, Alexis and Samuels, John",2022
ACCtic Master Programme on STEAM + SciArt,"Garcia-Robles, Rocio and Mu\~{n}oz-Del Amo, Aurea",2022
A BIBLIOMETRIC AND CONTENT ANALYSIS OF CRITICAL THINKING IN PRIMARY EDUCATION,Ayten Aktoprak and Cigdem Hursen,2022
A Model for Infusing Computational Thinking Skills at Teacher Colleges in a Developing Country,"Simmonds, Jocelyn and Gutierrez, Francisco J. and Hitschfeld, Nancy and Torrent, Catalina and Casanova, Cecilia and Toro-Guajardo, Sebasti\'{a}n and Mu\~{n}oz, Valent\'{\i}n",2022
A mixed-method cluster analysis of physical computing and robotics integration in middle-grade math lesson plans,Shenghua Zha and Yi Jin and Rebecca Wheeler and Erin Bosarge,2022
Bebras-inspired Computational Thinking Primary School Resources Co-created by Computer Science Academics and Teachers,"Lehtim\""{a}ki, Taina and Monahan, Rosemary and Mooney, Aidan and Casey, Kevin and Naughton, Thomas J.",2022
Barriers and Considerations in the Design and Implementation of Digital Behavioral Interventions: Qualitative Analysis,Gabriela Marcu and Steven J Ondersma and Allison N Spiller and Brianna M Broderick and Reema Kadri and Lorraine R Buis,2022
About the authors,Sin Valor,2022
A method for assessing computational thinking in students using source code analysis,"Pacheco-Portuguez, Steven and Gonzalez-Torres, Antonio and Sancho-Chavarria, Lilliana and Trejos-Zelaya, Ignacio and Monge-Fallas, Jorge and Navas-Su, Jose and Cañas, Alberto J. and Rodríguez, Andrés and Chinchilla, Carol Angulo",2022
Automated Feedback and Authentic Assessment for Online Computational Thinking Tutoring Systems,"Jamil, Hasan M. and Mou, Xin",2022
A meta-review of literature on educational approaches for teaching AI at the K-12 levels in the Asia-Pacific region,Jiahong Su and Yuchun Zhong and Davy Tsz Kit Ng,2022
A computational thinking module for secondary students and pre-service teachers using Bebras-style tasks,"Lehtim\""{a}ki, Taina and Hamm, James and Mooney, Aidan and Casey, Kevin and Monahan, Rosemary and Naughton, Thomas J.",2022
A Computational Thinking Course for Pre-Service Teachers,"Oliveira, Eduardo C. and Correia, Ronaldo C. M. and Azevedo, Rodolfo and Telles, Simone and Macedo, Alessandra A. and Bittencourt, Roberto A.",2022
Attitude towards Computational Thinking of in-service teachers,"Laime-Choque, Adriana Maria and Mamani-Calcina, Jorge Gilbert and Cardona-Reyes, Hector and Ponce-Aranibar, Maria Del Pilar and Vera-Vasquez, Cesar Gonzalo and Espinoza-Suarez, Silvia",2022
Assessing the Impact of Gamification in Higher Education: An Experimental Study using Kahoot! and Nearpod During COVID-19 Pandemic,"Al Redhaei, Aneesa and Awad, Mohammed and Salameh, Khouloud",2022
A systematic survey on embodied cognition: 11 years of research in child–computer interaction,Moyosore Ale and Miriam Sturdee and Elisa Rubegni,2022
Assessing digital self-efficacy: Review and scale development,Anna-Sophie Ulfert-Blank and Isabelle Schmidt,2022
Assembly: A Web-Based Multi-Robot Programming and Simulation Tool,Tudor B. Ionescu,2022
A systematic review of library makerspaces research,Soo Hyeon Kim and Yong Ju Jung and Gi Woong Choi,2022
Artificial intelligence literacy in higher and adult education: A scoping literature review,Matthias Carl Laupichler and Alexandra Aster and Jana Schirch and Tobias Raupach,2022
Artificial intelligence in early childhood education: A scoping review,Jiahong Su and Weipeng Yang,2022
Artificial Intelligence (AI) in early childhood education: Curriculum design and future directions,Jiahong Su and Yuchun Zhong,2022
Artificial intelligence-based robots in education: A systematic review of selected SSCI publications,Shih-Ting Chu and Gwo-Jen Hwang and Yun-Fang Tu,2022
Computational Thinking and User Interfaces: A Systematic Review,"Rijo-García, Sara and Segredo, Eduardo and León, Coromoto",2022
Are distinct modes of using digital technologies evident by age eight? Implications for digital divides.,Maria T. Corkin and Kane Meissel and Elizabeth R. Peterson and Kerry Lee and Nasser Giacaman and Stéphane Janicot and Susan M.B. Morton,2022
A Systematic Literature Review of Computational Thinking in K-8 Education Setting Through The Lens Of a Pedagogical Content Knowledge Analysis,"Lin, Ting -Jun and Yeter, Ibrahim H. and Jiang, Shiyan and Yaşar, Osman and Looi, Chee -Kit",2022
A Guide Towards a Definition of Computational Thinking in K-12,"Ismail, Redar and Steinbach, Theresa A. and Miller, Craig S.",2022
Applicative approach to construe a computational model of concepts and individuals,Larisa Ismailova and Viacheslav Wolfengagen and Sergey Kosikov,2022
Applications of Machine Learning to Form-giving in Industrial Design,"Wang, Hung-Hsiang",2022
A survey of visual analytics techniques for online education,Xiaoyan Kui and Naiming Liu and Qiang Liu and Jingwei Liu and Xiaoqian Zeng and Chao Zhang,2022
Computational Thinking 2.0,"Tedre, Matti",2022
AP-Coach: formative feedback generation for learning introductory programming concepts,"Duong, Ta Nguyen Binh and Shar, Lwin Khin and Shankararaman, Venky",2022
Computational thinking: A mediation tool and higher-order thinking for linking EFL grammar knowledge with competency,Tang Youjun and Ma Xiaomei,2022
A Study of Micro:bit Teaching Design Based on the Development of Computational Thinking of Secondary School Students,"Liu, Junjie and Xia, Xiaojun and Bai, Yi and Liu, Pingyao",2022
Computational empowerment in practice: Scaffolding teenagers’ learning about emerging technologies and their ethical and societal impact,Marie-Monique Schaper and Rachel Charlotte Smith and Mariana Aki Tamashiro and Maarten {Van Mechelen} and Mille Skovhus Lunding and Karl-Emil Kjæer Bilstrup and Magnus Høholt Kaspersen and Kasper Løvborg Jensen and Marianne Graves Petersen and Ole Sejer Iversen,2022
Analysis of Student Performance and Social-economic Data in Introductory Computer Science Courses at the University of Brasília,"Fonseca Silveira, Rodrigo and Holanda, Maristela and Ramos, Guilherme N. and Victorino, Marcio and Da Silva, Dilma",2022
A STEM Course for Computational Thinking Development with BEAM Robotics,"Boya-Lara, Carlos and Diaz-Solano, Daniela and Fehrenbach, Aaron and Saavedra, Doris",2022
A Framework to Assess Melodic Effectiveness in Training Computational Thinking to Visually Impaired People,"Costa, Rui and Neto, Alvaro Costa and Araújo, Cristiana and Henriques, Pedro Rangel",2022
A Collaborative Approach to Integrate Computational Thinking in an Integrated STEM Curriculum,"Yang, Dazhi and Feng, Shi",2022
A Framework for teaching programming in High School through Educational Robotics,"Souza, Isabelle M. L. and Andrade, Wilkerson L. and Sampaio, Lívia M. R.",2022
A cognitive definition of computational thinking in primary education,Katerina Tsarava and Korbinian Moeller and Marcos Román-González and Jessika Golle and Luzia Leifheit and Martin V. Butz and Manuel Ninaus,2022
An Intelligent Pedagogical Agent to Foster Computational Thinking in Open-Ended Game Design Activities,"Yal\c{c}in, \""{O}zge Nilay and Lalle, Sebastien and Conati, Cristina",2022
Cognitive technology to capture deep computational concepts with combinators,Viacheslav Wolfengagen and Larisa Ismailova and Sergey Kosikov,2022
An Integration of Computational Thinking and Language Arts: The Contribution of Digital Storytelling to Students’ Learning,"Yeni, Sabiha and Nijenhuis-Voogt, Jacqueline and Hermans, Felienne and Barendsen, Erik",2022
A self-determination theory (SDT) design approach for inclusive and diverse artificial intelligence (AI) education,Qi Xia and Thomas K.F. Chiu and Min Lee and Ismaila Temitayo Sanusi and Yun Dai and Ching Sing Chai,2022
Coding with Minecraft: The Development of Middle School Students’ Computational Thinking,"Kutay, Emine and Oner, Diler",2022
A screen-based or physical computing unit? Examining secondary students’ attitudes toward coding,Tyler S. Love and Reuben S. Asempapa,2022
Coding and climate change: Investigating prospective teachers’ pathways of attention,Ami Mamolo and Sheree Rodney and Diane Tepylo,2022
Children’s play and problem-solving in motion-based learning technologies using a multi-modal mixed methods approach,Serena Lee-Cultura and Kshitij Sharma and Michail Giannakos,2022
Children’s facial expressions during collaborative coding: Objective versus subjective performances,Kshitij Sharma and Sofia Papavlasopoulou and Michail Giannakos,2022
A review of Project-Based Learning (PBL) and Computational Thinking (CT) in teaching and learning,Aslina Saad and Suhaila Zainudin,2022
Children caring for robots: Expanding computational thinking frameworks to include a technological ethic of care,Deborah Silvis and Jody Clarke-Midura and Jessica F. Shumway and Victor R. Lee and Selendra Mullen,2022
Children's social interactions within a socioenactive scenario,Ricardo Caceffo and Diego {Addan Gonçalves} and Rodrigo Bonacin and Julio Cesar dos Reis and José A. Valente and Maria Cecília Calani Baranauskas,2022
Computational thinking for teachers: Development of a localised E-learning system,Ling-Ling Ung and Jane Labadin and Fitri Suraya Mohamad,2022
A Retrospective Overview of Zika Virus Evolution in the Midwest of Brazil,Marta Giovanetti and Luiz Augusto Pereira and Talita Émile Ribeiro Adelino and Vagner Fonseca and Joilson Xavier and Allison {de Araújo Fabri} and Svetoslav Nanev Slavov and Poliana {da Silva Lemos} and William {de Almeida Marques} and Simone Kashima and José Lourenço and Tulio {de Oliveira} and Carlos Frederico {Campelo de Albuquerque} and Carla Freitas and Cassio Roberto Leonel Peterka and Rivaldo Venancio {da Cunha} and Ana Flávia Mendonça and Vinícius {Lemes da Silva} and Luiz Carlos Junior Alcantara,2022
An educational transmedia storytelling proposal to teach computational thinking for children,"Sim\~{o}es Gomes, Tanci and Pontual Falc\~{a}o, Taciana and Tedesco, Patricia",2022
Characterizing the research-practice gap in children’s interactive storytelling systems,Trystan Loustau and Sharon Lynn Chu,2022
An Automatic Grading System for a High School-level Computational Thinking Course,"Tisha, Sirazum Munira and Oregon, Rufino A. and Baumgartner, Gerald and Alegre, Fernando and Moreno, Juana",2022
Chapter Two - Embracing the laws of physics: Three reversible models of computation,Jacques Carette and Roshan P. James and Amr Sabry,2022
Chapter 8 - Chronotopologic krigology,Jiaping Wu and Junyu He and George Christakos,2022
Chapter 6 - Roles and education of information and data professionals,Tibor Koltay,2022
Chapter 5 - New literacies in the age of convergence,Tibor Koltay,2022
A Case Study of Middle Schoolers' Use of Computational Thinking Concepts and Practices during Coded Music Composition,"Zhang, Yifan and Krug, Douglas Lusa and Mouza, Chrystalla and Shepherd, David C. and Pollock, Lori",2022
A Digital Game based Learning Approach for Effective Curriculum Transaction for Teaching-Learning of Artificial Intelligence and Machine Learning,"Alam, Ashraf",2022
A Python-based lab module to conduct thermodynamic cycle analysis,"Aulicino, Alexa and Bakrania, Smitesh",2022
A Digital Game-Based Model for Assessing Computational Thinking Skills,"Yi, Xitian and Liu, Fanhua and Zhan, Zehui",2022
Chapter 2 - The disciplines of architectural design and construction technology,Shahryar Habibi,2022
A Project-Based Collaboration between Software Engineering and Criminology Students : Building Applications to Understand Racial Injustice in the Criminal Justice System,"Pulimood, S. Monisha and Leigey, Margaret E. and Bates, Diane C. and Pearson, Kim and Mishra, Supriya",2022
All Aboard: One Year of Accessible and Inclusive Remote School Trips,"Pretelli, Adele and Klopfenstein, Lorenz Cuno and Francesco, Gian Marco Di and Paolini, Brendan Dominic and Bogliolo, Alessandro",2022
A preliminary study on interdisciplinary programming learning based on cloud computing low-code development platform,"Wang, Chung-Hsiang and Wu, Ko-Chiu",2022
Chapter 18 - Metabolomics in public health,Pierpaolo Cavallo,2022
A practical research on the training of middle school students' computational thinking based on problem solving in systematic information process view,"Zhao, Miaomiao and Hu, Weixing",2022
A Design and Development of Internet of Things (IoT) System and Learning Activity to Promote Computational Thinking,"Sonsilphong, Suphachoke and Sonsilphong, Amornthep and Hormdee, Daranee and Sae-Joo, Phongthanat",2022
Algorithmic Approaches to Classify Autism Spectrum Disorders: A Research Perspective,Shomona Gracia Jacob and Majdi Mohammed {Bait Ali Sulaiman} and Bensujin Bennet,2022
Centering and decentering children in computing through joint activity at a computational science exhibit,Basak {Helvaci Ozacar} and Stephanie Hladik,2023
A pedagogical framework for mobile learning in science education,Xiaoming Zhai and David F. Jackson,2023
A data and knowledge-jointly driven multimodal intelligent system for enterprise culture assessment,Ruihong Cao,2023
Can Quantum Computing Improve Uniform Random Sampling of Large Configuration Spaces?,"Ammermann, Joshua and Bittner, Tim and Eichhorn, Domenik and Schaefer, Ina and Seidl, Christoph",2023
Can GPT-4 Think Computationally about Digital Archival Practices?,"Underwood, William and Gage, Joan",2023
Can Computational Thinking contribute to EFL learning and teaching?,"Tang, Youjun and Ma, Xiaomei",2023
Age-Appropriate Robot Design: In-The-Wild Child-Robot Interaction Studies of Perseverance Styles and Robot’s Unexpected Behavior,"Wróbel, Alicja and Źróbek, Karolina and Schaper, Marie-Monique and Zguda, Paulina and Indurkhya, Bipin",2023
Building Technological Improvisation Skills through Student-devised Coursework Topics,"Johnson, Colin G.",2023
Advancing detection and response capacities for emerging and re-emerging pathogens in Africa,Jean B Nachega and Sabin Nsanzimana and Angeli Rawat and Lindsay A Wilson and Philip J Rosenthal and Mark J Siedner and Jay K Varma and Peter H Kilmarx and Leon Mutesa and Marcel Tanner and Agnes Binagwaho and Jamie Forrest and Placide Mbala-Kingebeni and Jean-Jacques Muyembe-Tamfum and Francine Ntoumi and Alimuddin Zumla and Tulio {de Oliveira} and Edward J Mills,2023
A course based on BEAM Robotics for the valorization of WEEE through the development of STEAM skills,"Boya-Lara, Carlos and Diaz-Solano, Daniela and Fehrenbach, Aaron",2023
Bridging K–12 Mathematics and Computational Thinking in the Scratch Community: Implications Drawn From a Creative Learning Context,"Xie, Zerong and Wong, Gary K. W. and Chiu, Dickson K. W. and Lei, Junru",2023
BOOK4WASH: Mobile car wash booking system,Azhar Abd Aziz and Nurul Farisya Said and Afiza Ismail and Saidatul Rahah Hamidi,2023
Blending Entrepreneurial Education in Senior and Graduate-level Electrical Engineering Courses,"Tabassum, Shawana and Sundaravadivel, Prabha",2023
Accountability for the future? International testing and future directions,Ronny Scherer and Trude Nilsen,2023
Beyond computing: Computational thinking is associated with sequencing ability and self-regulation among Chinese young children,Weipeng Yang and Hongyu Gao and Yunxiao Jiang and Hui Li,2023
Best Practices for Developing Computational Thinking,"Garcia, Dan and Garcha, Sonia and Mukund, Madhavan and Shah, Vipul",2023
Accelerating Precision Research and Resolution Through Computational Archival Science Pedagogy,"Buchanan, Sarah A. and Wachtel, Jennifer L. and Stevenson, Jennifer A.",2023
BeLLE: Multinational Research Collaboration on Bebras &amp; ViLLE,"Kaarto, Heidi and Hyyr\""{o}, Heikki and Parviainen, Marika",2023
Abstracting and decomposing in a visual programming environment,Anna Sjödahl and Andreas Eckert,2023
Abstracted Power and Responsibility in Computer Science Ethics Education,"Peterson, Tina L. and Ferreira, Rodrigo and Vardi, Moshe Y.",2023
A Computational Thinking Test for Senior High School Students,"Hu, Chiu-Fan and Wu, Cheng-Chih",2023
Automatic Assessment of Programming Exercises Using Syntactic Analysis,"Ramírez-Trejos, Ellioth and González-Torres, Antonio and Sancho-Chavarría, Lilliana and Navas-Sú, José and Garita, Cesar and Monge-Fallas, Jorge",2023
Automatic Academic Emotion Recognition and Its Evolution Analysis in Classroom,"Gao, Jie and Wei, Yantao and Wang, Kegang and Shi, Yafei",2023
A Method for Assigning Weight to the Assessment Indicators of Computational Thinking with XGBoost,"Zeng, Xinyao and Zhang, Wei and Chen, Yi and Chen, Hao",2023
Automated Structural Evaluation of Block-based Coding Assignments,"Damle, Param and Bull, Glen and Watts, Jo and Nguyen, N. Rich",2023
A Wolf in Lamb's Clothing: Computer Science in a Mathematics Course,"Friend, Michelle and Swift, Andrew W. and Love, Betty and Winter, Victor",2023
A Computational Thinking Obstacle Course Based on Bebras Tasks for K-12 Schools,"Lehtim\""{a}ki, Taina and Monahan, Rosemary and Mooney, Aidan and Casey, Kevin and Naughton, Thomas J.",2023
Author Index,Sin Valor,2023
AuthentiCT: Making CT Authentic to Learners,"Satavlekar, Spruha and Mishra, Shitanshu and Iyer, Sridhar",2023
Augmented reality smart glasses use and acceptance: Α literature review,George Koutromanos and Georgia Kazakou,2023
Augmented intelligence in programming learning: Examining student views on the use of ChatGPT for programming learning,Ramazan Yilmaz and Fatma Gizem {Karaoglan Yilmaz},2023
Assessment of Computational Thinking Skills: A Systematic Review of the Literature,"Muñoz, Rene Fabián Zúñiga and Alegría, Julio Ariel Hurtado and Robles, Gregorio",2023
"""Look at Our Smart Shoe"" - a Scalable Online Concept for Introducing Design as Part of Computational Thinking in Grades 1-6","Mannila, Linda and Skog, Mia",2023
A Topic Modeling Approach to Characterizing Colombian Teachers' Conceptions of Computational Thinking,"Castellanos, Hugo and Vieira, Camilo and Magana, Alejandra",2023
Assessment and accountability global trends and future directions in 21st century competencies,Graham S. Maxwell,2023
A Template for Teaching Computational Modelling in High School,"Musaeus, Line Have and Caspersen, Michael E. and Musaeus, Peter",2023
Assessing Pre-Service Elementary Science Education Teachers’ Professional Knowledge in the Field of Computational Thinking,"Arndt, Nicolas and Br\""{u}ckmann, Maja",2023
A Teacher-Focused Impact Assessment in Scratch4All Project,"Vasconcelos, Verónica and Bigotte, Emília and Marques, Luís and Almeida, Ricardo",2023
A Computational Thinking Assessment Tool on Text- Based Programming,"Wang, Jihan and Zhang, Wei and Zeng, Xinyao and Li, Panpan",2023
A Literature Review Examining Broadening Participation in Upper Elementary CS Education,"Shehzad, Umar and Recker, Mimi and Clarke-Midura, Jody",2023
A Lightweight Web Tool to Support Feedback in Introductory Programming Practices in Brazilian Undergraduate Disciplines,"Candiotto, Lucas S. and De Assis, Marcos V. O. and Schreiner, Marcos A. and Fioravanti, Maria Lydia and Barbosa, Ellen F. and Marcolino, Anderson S.",2023
A Computational Inflection for Scientific Discovery,"Hope, Tom and Downey, Doug and Weld, Daniel S. and Etzioni, Oren and Horvitz, Eric",2023
A systematic review of integrating computational thinking in early childhood education,Jiahong Su and Weipeng Yang,2023
Artificial intelligence and human behavioral development: A perspective on new skills and competences acquisition for the educational context,Martina Benvenuti and Angelo Cangelosi and Armin Weinberger and Elvis Mazzoni and Mariagrazia Benassi and Mattia Barbaresi and Matteo Orsoni,2023
Artificial Intelligence (AI) Literacy in Early Childhood Education: The Challenges and Opportunities,Jiahong Su and Davy Tsz Kit Ng and Samuel Kai Wah Chu,2023
Are robots vegan? Unexpected behaviours in child-robot interactions and their design implications,"Wr\'{o}bel, Alicja and \'{Z}r\'{o}bek, Karolina and Indurkhya, Bipin and Schaper, Marie-Monique and Gunia, Artur and Zguda, Paulina Maria",2023
A systematic literature review of teacher scaffolding in game-based learning in primary education,Liping Sun and Marjaana Kangas and Heli Ruokamo and Signe Siklander,2023
A Systematic Literature Review in Robotics Experiential Learning With Computational and Adversarial Thinking,"Adnan, Noridayu and Abdullah, Siti Norul Huda Sheikh and Raja Yusof, Raja Jamilah and Zainal, Noor Faridatul Ainun and Qamar, Faizan and Yadegaridehkordi, Elaheh",2023
Computational Thinking and Notional Machines: The Missing Link,"Munasinghe, Bhagya and Bell, Tim and Robins, Anthony",2023
Applying a Blended Board Game System with Robotic Arm for Training Computational Thinking: Learning through Human-Machine Competition,"Yong, Lin and Zhan, Zehui and Zou, Xuanxuan and Chen, Li and Lin, Zhihang and Zhan, Weiyu",2023
Computational Thinking and Academic Achievement: The Mediator Roles of Problem-solving Ability and Learning Anxiety,"Zhu, Zhifang and Zhang, Yi and Zhu, Wanze and Ma, Jingsi",2023
Application of the STEM Methodology in the Development of a Closed-Loop Control System,"García, Alfredo and Gonzalez, Juan Manuel and Guerrero, Josefina",2023
Computational Thinking Activities in High Schools to Enhance Interest and Skills in Programming,"Ahmad, Izzah Sakinah and Ying Sim, Tze and Talib, Corrienna Abdul and Lun Lau, Sian",2023
A study on the relationship between student' learning engagements and higher-order thinking skills in programming learning,Wei Li and Ji-Yi Huang and Cheng-Ye Liu and Judy C.R. Tseng and Shu-Pan Wang,2023
Computational Thinking-Integrated Elementary Science with Culturally Responsive Teaching: A Vignette Study,"Xin, Yue and Kramarczuk, Kristina Anna and Mak, Janice and Terrell Shockley, Ebony and Ketelhut, Diane Jass",2023
Computational thinking,Chris Proctor,2023
Analyzing a teacher and researcher co-design partnership through the lens of communities of practice,Golnaz {Arastoopour Irgens} and Shanna Hirsch and Danielle Herro and Matthew Madison,2023
Computational Notebooks in a Finite Element Analysis Course: Engineering Students' Reflections on the Value and Challenges of Computational Approaches,"Vieira, Camilo and Restrepo, David and De La Hoz, Jose L.",2023
Computational LEED: computational thinking strategies and Visual Programming Languages to support environmental design and LEED credits achievement,Giovanni Nocerino and Mattia Federico Leone,2023
Computational empowerment of children: Design research on empowering and impactful designs by children,Netta Iivari and Leena Ventä-Olkkonen and Heidi Hartikainen and Sumita Sharma and Essi Lehto and Jenni Holappa and Tonja Molin-Juustila,2023
A social and technical sustainability requirements catalogue,Ana Moreira and João Araújo and Catarina Gralha and Miguel Goulão and Isabel Sofia Brito and Diogo Albuquerque,2023
A smarter perspective: Learning with and from AI-cases,Laura {Arbelaez Ossa} and Michael Rost and Giorgia Lorenzini and David M. Shaw and Bernice Simone Elger,2023
An Ontology to Formalize a Creative Problem Solving Activity,"Mercier, Chloé",2023
Combining Abstract Tasks and Haptic Material to Foster Computational Thinking in Computer Science Students,"B\""{o}ttcher, Axel and Thurner, Veronika",2023
A shape of play to come: Exploring children's play and imaginaries with robots and AI,Robin Samuelsson,2023
Cognitive stimulation of executive functions through computational thinking,Carolina Robledo-Castro and Christian Hederich-Martínez and Luis F. Castillo-Ossa,2023
An Expression-Oriented Approach to Programming Education,"Alda, Enzo and Baralt-Torrijos, Jorge",2023
Coding Like a Data Miner: A Sandbox Approach to Computing-Based Data Science for High School Student Learning,"Walker, Justice T. and Barany, Amanda and Acquah, Alex and Reza, Sayed Mohsin and Barrera, Alan and Del Rio Guzman, Karen and Johnson, Michael A.",2023
Coding as another language: Research-based curriculum for early childhood computer science,Marina Umaschi Bers and Jessica Blake-West and Madhu Govind Kapoor and Tess Levinson and Emily Relkin and Apittha Unahalekhaka and Zhanxia Yang,2023
Coding as a Self-Expression Tool,"Ben-Ari, Avia and Levinson, Tess Gavrielle and Umaschi Bers, Marina and Rosenberg-Kima, Rinat B.",2023
