0,1,2,3
Introduction to Computational Thinking for K-12 Educators through Distance Learning,"Oliveira, Eduardo C. and Bittencourt, Roberto A. and Trindade, Rosaria P.",2019,Sin Valor
Introduction to Computational Thinking: A New High School Curriculum using CodeWorld,"Alegre, Fernando and Underwoood, John and Moreno, Juana and Alegre, Mario",2020,"The Louisiana Department of Education partnered with the Gordon A. Cain Center at LSU to pilot a Computing High School Graduation Pathway. The first course in the pathway, Introduction to Computational Thinking (ICT), is designed to teach programming and reinforce mathematical practice skills of nine-grade students, with an emphasis on promoting higher order thinking. In 2017-18, about 200 students and five teachers participated in the pilot, in 2018-2019 the participation increased to 400 students, and in the current 2019-2020 year about 800 students in 11 schools are involved. After describing the course content and the teacher training, we briefly discuss the data we have collected in the last two years. The overall student reception of the course has been positive, but the course was categorized by most students as hard. The pre-post test content assessments show that students have learned not only the language, but also general principles of programming. Lessons learned during the pilot phase have motivated changes, such as emphasizing during Professional Development the need to provide timely feedback to students, provide detailed rubrics for the projects and reorganize the lessons to increase the initial engagement with the material. After two years of running pilots, the course is becoming student-centered, where most of the code and image samples provided in the lessons are based on code created by previous students."
Introduction to Data Science as a Pathway to Further Study in Computing,"Guerzhoy, Michael",2019,"Several institutions have recently introduced Introduction to Data Science courses that involve a substantial programming component and do not require CS1 as a prerequisite. Programming and computational thinking are central to the emerging discipline of data science, and so there is overlap between traditional CS1 courses and Introduction to DS.Partly because of the evident societal significance of data science and because data science does not have the problematic reputation of computer science, Intro to DS can attract new and diverse audiences that may not have been interested in taking CS1.We explore Intro to DS as a possible alternative path into computing: what are the learning goals in Intro to DS that involve programming and/or computational thinking? How generalizable are the problems students solve in Intro to DS to what students would encounter in future studies? Is it feasible for students to pursue a data science sequence rather than CS1-CS2 and be prepared for a career that uses data science? To what extent can a pathway through a data science sequence diversify the population of students who graduate from degree programs in computer science and data science?We survey the Introduction to Data Science courses offered in North American post-secondary education, and focus on a data science sequence that uses the R programming language and does not require CS1 at an R1 institution as a case study."
Introduction: Computational thinking in preK-5: empirical evidence for integration and future directions,"Ottenbreit-Leftwich, Anne and Yadav, Aman",2022,Sin Valor
Introductory Engineering Courses With Computational Thinking: The Impact of Educational Privilege and Engineering Major Entry Policy on Student Pathways,"Mendoza Diaz, Noemi V. and Trytten, Deborah A. and Meier, Russ",2022,Sin Valor
Introductory Programming Course for Data Science in Non-STEM Disciplines,"Gutierrez-Cardenas, Juan",2023,Sin Valor
Introductory Programming Using Non-Textual Modalities - An Empirical Study on Skill Assessment Using Rainfall Problem,"Thangavelu, S. and Rao, Vibha and Shyamala, C. K. and Velayutham, C. Shunmuga",2019,Sin Valor
"Investigating Elementary Teachers' Understanding, Beliefs, and Intentions toward STEM and Computational Thinking in Education","Surahman, Ence and Hua Wang, Tzu and Turner Lam, Kee-Fui and Sulthoni and Nendra Pratama, Ujang and Nur Aisyah, Eny",2022,Sin Valor
Investigating Participation Mechanisms in EU Code Week,"Sirocchi, Christel and Ostergren, Annika Pofantis and Bogliolo, Alessandro",2024,"Digital competence (DC) is a broad set of skills, attitudes, and knowledge for confident, critical, and responsible use of digital technologies in every aspect of life. DC proves essential in the contemporary digital landscape, yet its diffusion is hindered by biases, misunderstandings, and limited awareness. Teaching Informatics in the educational curriculum is increasingly supported by the institutions but faces serious challenges, such as teacher upskilling and support. In response, grassroots movements promoting computing literacy in an informal setting have grown, including EU Code Week, whose vision is to develop computing skills while promoting diversity and raising awareness of the importance of digital skills. This study extensively analyses EU Code Week editions spanning 2014 to 2021 across European Union member states, pursuing three primary objectives: firstly, to evaluate teacher engagement in the campaign in terms of penetration, retention, and spatial distribution; secondly, to characterise the multifaceted audience and themes embraced by these initiatives; and, lastly, to investigate the influence of socio-economic factors on engagement. The investigation uncovers the underlying mechanisms fostering Code Week’s engagement, providing insights to campaign organisers for strategic planning and resource allocation in future editions. Moreover, the analysis reveals that the most engaged areas are characterised by lower income as well as lower digital literacy, restricted access to technology, and a less established computer education, suggesting that Code Week thrives precisely where its impact is most needed."
Investigating pre-service teachers' computational thinking through lesson design using digital technologies,"Sheridan, Scott and Alkhateeb, Bataul and Mouza, Chrystalla and Yang, Hui",2022,"In this chapter, we describe a pedagogical approach aimed at preparing pre-service teachers to integrate (CT) into K-8 contexts. Specifically, we present a standalone educational technology course with explicit attention on connecting CT to disciplinary content and pedagogy while introducing a range of digital tools. Data were collected from 34 pre-service teachers over the period of one semester. Specifically, a total of 68 lesson plans developed by pre-service teachers through two distinct lesson planning tasks using concept mapping and programming tools were collected and analyzed using both quantitative and qualitative techniques. The analysis utilized a coding scheme that focused on identifying specific CT practices illustrated in each lesson. It also examined differences in the CT practices exhibited in each lesson planning task. Findings indicated that the CT practice of data was most prevalent in pre-service teachers' lesson plans. Outside of data, however, there was greater variation in the CT practices represented in programming lesson plans compared to the concept mapping lesson plans. Implications for teacher educators are discussed based on the findings."
Investigating Students’ Preexisting Debugging Traits: A Real World Escape Room Study,"Michaeli, Tilman and Romeike, Ralf",2020,"Being able to find and fix errors is an essential skill in computer programming. Nevertheless, debugging poses a major hurdle in the K12 classroom, as students are often rather helpless and rely on the teacher hurrying from one student-PC to the other. Overall, there is a lack of respective concepts and materials for the classroom as well as research on how to teach debugging. According to the constructivist learning theory, teaching and developing concepts and materials for the classroom must take learners’ preexisting experience into account to be effective. In their daily lives, students are confronted with errors long before they build programming experience: Whether there is a problem with “the internet” or with their bicycle, they are troubleshooting and locating and fixing errors. Debugging is a special case of general troubleshooting and shares common characteristics, such as the overall process or particular strategies. Thus, the aim of this study is to investigate students’ preexisting debugging traits. To this end, we developed a real-world escape room consisting of debugging-related troubleshooting exercises. This allows us to observe students’ troubleshooting behavior in a natural environment. Building upon this, we employed the escape room approach with around 150 high school students and analyzed the resulting video data. Based on the data we identify preexisting debugging traits such as students struggling to generate hypotheses or to undo changes. Furthermore, they are not able to effectively test a system and struggle with cognitive load in topographic search. Therefore, our study firstly contributes to understanding and explaining the behavior of novice debuggers. The second contribution is an innovative methodology to analyze preexisting debugging traits."
"Investigating the Capabilities of Generative AI in Solving Data Structures, Algorithms, and Computability Problems","Li, Nero and Broner, Shahar and Kim, Yubin and Mizuo, Katrina and Sauder, Elijah and To, Claire and Wang, Albert and Gila, Ofek and Shindler, Michael",2025,"There is both great hope and concern about the future of Computer Science practice and education concerning the recent advent of large language models (LLMs).We present the first study to extensively evaluate the ability of such a model to solve problems in Computer Science Theory. Specifically, we tested 165 exam-level problems across 16 specific topics related to computer science theory, ranging from preliminary data structures to algorithm design paradigms to theory of computation (automata and complexity). Our results use the recent popular models (GPT-4 and GPT-4o). This is a rapidly evolving field, with model performance continuously improving. We present our results primarily as an indication of what they can already achieve-equivalently how they can already be useful-today, fully expecting them to improve even further in the near future. Our results show that what was very recently a state-of-the-art model (GPT-4) can solve 77% of free-response problems in data structures and algorithms with little to no guidance. The latest model, GPT-4o, can solve around 46% of the Theory of Computation problems we posed, with predictable categories for which problems it could not solve. When broken down by topic, the model can solve 80% of problems in 4 out of the 15 topics and at least half in 8 other topics. Other problems, namely more visual problems, either require more substantial coaching or seem to still be beyond the capabilities of the language model--for now. By understanding the strengths and limitations of these models for solving theory problems, we can open the door to future work, ranging from human educational assessment on the topic to automated tutors for learners of the subject."
Investigating the Flipped-classroom Approach on College Students’ Computational Thinking Skills,"Gong, Di and Yang, Harrison Hao and Cai, Jin",2021,Sin Valor
Investigating the Impact of Design Thinking-Based STEAM PBL on Students’ Creativity and Computational Thinking,"Chang, Chu-Yang and Du, Zhengyi and Kuo, Hsu-Chan and Chang, Chih-Ching",2023,Sin Valor
Investigating the Impact of Programming Activities on Computational Thinking and AI Literacy in Spanish Schools,"Moreno-Le\'{o}n, Jesus and Vasco-Gonz\'{a}lez, Margarita and Rom\'{a}n-Gonz\'{a}lez, Marcos and Robles, Gregorio",2024,"This article presents research conducted within the School of Computational Thinking and Artificial Intelligence (EPCIA in its original form in Spanish) project, an initiative developed by the Spanish Ministry of Education and Vocational Training during the 2020-21 academic year. The study investigated whether it is possible to contribute to the development of students’ computational thinking skills and artificial intelligence (AI) literacy through programming activities using the Scratch language and the Machine Learning for Kids platform. The study involved 133 teachers and more than 2,000 students, from 4th to 8th grade, with representation from 17 of the 19 Spanish regions. Students took a quantitative test on computational thinking and another on AI before and after the intervention, and teachers and students also took a questionnaire at the end of it. The results showed that: i) quantitative tests can be used to reliably measure, in terms of internal consistency, the level of development of computational thinking and AI literacy in the Spanish school population of these ages; ii) it is possible to develop students’ computational thinking skills and raise their level of AI literacy through programming activities; iii) the intervention contributed to demystifying the main prejudices regarding AI; iv) a gender gap was found in relation to previous knowledge and experiences with these topics. Overall, the study concluded that introducing the foundations of AI in primary and secondary education in Spain is appropriate, feasible, and relevant."
Investigating the Psychometric Structure of Bebras Contest: Towards Mesuring Computational Thinking Skills,"Hubwieser, Peter and Mühling, Andreas",2015,Sin Valor
Investigating the Role of Cognitive Abilities in Computational Thinking for Young Learners,"Salac, Jean and Thomas, Cathy and Butler, Chloe and Franklin, Diana",2021,"With the global movement to incorporate computer science instruction into elementary education, learners are being introduced to computer science and computational thinking (CS/CT) ideas at increasingly younger ages. At these early ages, young learners are developing cognitive abilities foundational to their education. While other discipline-based education fields, such as math, science, and reading, have long studied the role of cognitive abilities, such as short-term working memory and long-term retrieval, in their respective fields, similar research in computer science education is relatively sparse. In this exploratory study, we examined the relationship between cognitive abilities and CS/CT performance of fourth-grade students (ages 9-10) who underwent either an introductory CT curriculum based on Use–&gt;Modify–&gt;Create or the same curriculum with additional scaffolding from the TIPP&amp;SEE metacognitive learning strategy. Our analysis revealed performance on CT assessments to be weakly correlated with working memory and long-term retrieval, with correlations increasing as the CT concepts grew more complex. This suggests that scaffolding beyond TIPP&amp;SEE may be needed with more complex CT concepts. We also found that when using TIPP&amp;SEE, students scoring below average on cognitive ability tests performed as well as students in the control condition with average cognitive ability scores. These results indicate TIPP&amp;SEE’s potential in creating more equitable computing instruction. We hope that results from this initial exploration can help encourage further study into the role of cognitive abilities in CS/CT education for young learners."
Investigation on Computational Thinking of Normal Students Based on Technology Acceptance Model,"Tian, Xinyu and Li, Chaoqian and Zhao, Yaru",2021,"Based on the technology acceptance model, this paper constructs a computational thinking acceptance model for normal students. Taking normal students from H Normal University as a research sample, the structural equation model is used to quantitatively analyze that model. The research results show that subjective norms, the usefulness and ease of use of computational thinking have a positive and significant impact on the attitude and behavioral intentions of normal students to use computational thinking."
Is My Game OK Dr. Scratch? Exploring Programming and Computational Thinking Development via Metrics in Student-Designed Serious Games for STEM,"Troiano, Giovanni Maria and Snodgrass, Sam and Arg\i{}mak, Erin\c{c} and Robles, Gregorio and Smith, Gillian and Cassidy, Michael and Tucker-Raymond, Eli and Puttick, Gillian and Harteveld, Casper",2019,"Computational thinking (CT) is key to digital literacy and helps develop problem-solving skills, which are fundamental in modern school. As game design shows potential for teaching CT, metrics like Dr. Scratch emerge that help scholars systematically assess the CT of student-designed games, particularly with Scratch. Compared to other CT metrics, Dr. Scratch scores the CT of Scratch projects automatically and can be used to describe CT development. However, previous research using Dr. Scratch summatively assessed CT, but did not look at CT development. We use Dr. Scratch to assess the CT development of Scratch games designed by 8th-grade students in STEM curricula. We show how CT proficiency in student-designed games develops differently in each CT dimension, where parallelism, synchronization, and logic develop proficiently, while developing abstraction seems hard. We discuss insights into game-based CT development for STEM, and suggest improvements for metric-based CT assessment."
IT problem solving: an implementation of computational thinking in information technology,"L'Heureux, Jaime and Boisvert, Deborah and Cohen, Robert and Sanghera, Kamaljeet",2012,"This paper describes the implementation of information technology problem-solving constructs and scenarios designed to cultivate computational thinking in information technology education at the college level via a course entitled ""IT Problem Solving."" A project of Broadening Advanced Technological Connections (BATEC), these scenarios were developed by a team of researchers under the auspices of an NSF CPATH grant focusing on adapting Computational Thinking as defined by Jeanette Wing into a more applied framework in partnership with and validated by a broad set of Information Technology (IT) professionals. The methodologies used within this highly successful course at Bunker Hill Community College may be of interest to other departments with existing IT programs that would like to take advantage of the strengths of the problem solving approach."
Iteration with Intention: Project-Based Learning of Computational Thinking,"Ulzii-Orshikh, Nasanbayar and Dougherty, John",2020,"Globally, there is a growing interest in preparing students to develop fluency with computing. The K-12 Computer Science Framework states that by the end of 12th grade, students should be able to create computational artifacts through continuous testing and refining of their products considering unique perspectives of peers. It has been suggested that creative project experiences with iteration based on feedback encourage the development of these computational skills. However, traditional classrooms are more focused on getting the correct answer to standardized questions. Countries such as Mongolia may have particular challenges in offering students opportunities to develop projects, due to pressure from standardized exams for college entry and lack of teachers prepared to lead computational project-based learning (Uyanga, 2006). This is an exploratory study of an 8-session/16-hour intervention course that provided 13 high-school students in Mongolia an opportunity to create, share, and iterate on computational projects. Measurements included assessment of student attitudes and evaluated how they viewed their participation and learning in the course through pre- and post-surveys, analyzing their responses with qualitative coding. Results suggest that the opportunity to create projects was novel for these students; attitudes regarding feedback changed, and iteration was viewed as key in creating computational artifacts. The analysis also highlights the urgency of further research on localizing the K-12 Computer Science Framework throughout different countries to foster these skills and developing structures that allow students to embrace the freedom of project-based learning."
iThinkSmart: Immersive Virtual Reality Mini Games to Facilitate Students’ Computational Thinking Skills,"Joseph Agbo, Friday and Sunday Oyelere, Solomon and Suhonen, Jarkko and Tukiainen, Markku",2021,"This paper presents iThinkSmart, an immersive virtual reality-based application to facilitate the learning of computational thinking (CT) concepts. The tool was developed to supplement the traditional teaching and learning of CT by integrating three virtual mini games, namely, River Crossing, Tower of Hanoi, and Mount Patti treasure hunt, to foster immersion, interaction, engagement, and personalization for an enhanced learning experience. iThinkSmart mini games can be played on a smartphone with a Goggle Cardboard and hand controller. This first prototype of the game accesses players' competency of CT and renders feedback based on learning progress."
Jupyter for Teaching Data Science,"Van Dusen, Eric",2021,"A recent evolution of cloud-based tools creates an easy and powerful way for students to access the industry standard data science tools from within a browser window. Jupyter notebooks were originally developed for sharing of scientific results and reproducible open science. However, when delivered through a cloud-based server, they have huge benefits for teaching, including removing the need to install any software locally or require any specific machine to be used by students. UC Berkeley has extensive experience teaching via Jupyter, including the popular introductory Data 8 course, small Data Science Modules in non- Data Science classes, and advanced work in the Data 100 and Data 102 ( Machine Learning) classes. There is a library of OER curricular materials to share between institutions. In addition, Multiple languages and interfaces can be served, from Jupyter in multiple languages, Rstudio, and even a Linux desktop, as well as auto-grading approaches. We are interested to share experiences across institutions utilizing this approach.The use of teaching Jupyterhubs to date, both for introductory to Data Science courses, as well as more advanced topics is growing rapidly. We would like to have a conversation about how to use Jupyterhubs and teaching Jupyter notebooks from a variety of instructors and institutions. We are also interested in how to provide these types of resources to additional educational settings who may be more resource constrained."
K-12 Computing Teachers' Topics for Inquiry,"Sentance, Sue and Sheppard, Bonnie and Humphreys, Simon",2024,"While teacher inquiry has been known for decades to be an effective way of improving practice, teachers often do not have the time or confidence to undertake their own research. This paper describes the research questions that computing teachers chose to investigate when participating in a teacher inquiry project. Results show that teachers are most focused on cognitive outcomes, are concerned with students’ lack of understanding, and are mostly focused on either programming or computing topics in general. While some teachers planned to change their pedagogy, others introduced cross-curricular opportunities to increase interest and understanding. Teachers’ choice of questions can support researchers in developing a research agenda for K-12 computing education."
"K-8 Learning Trajectories Derived from Research Literature: Sequence, Repetition, Conditionals","Rich, Kathryn M. and Strickland, Carla and Binkowski, T. Andrew and Moran, Cheryl and Franklin, Diana",2017,"Computing curricula are being developed for elementary school classrooms, yet research evidence is scant for learning trajectories that drive curricular decisions about what topics should be addressed at each grade level, at what depth, and in what order. This study presents learning trajectories based on an in-depth review of over 100 scholarly articles in computer science education research. We present three levels of results. First, we present the characteristics of the 600+ learning goals and their research context that affected the learning trajectory creation process. Second, we describe our first three learning trajectories (Sequence, Repetition, and Conditionals), and the relationship between the learning goals and the resulting trajectories. Finally, we discuss the ways in which assumptions about the context (mathematics) and language (e.g., Scratch) directly influenced the trajectories."
KELP CS and LaPlaya: A Computational Thinking Curriculum and Development Environment for 4th - 6th Grade (Abstract Only),"Franklin, Diana and Dwyer, Hilary A.",2015,"This workshop introduces our elementary school programming curriculum, KELP-CS, and the corresponding programming environment LaPlaya. KELP-CS (Kids Engaged in Learning Programming) is an innovative, modular computational thinking curriculum for 4th-6th grade students. Off-computer activities connect computer science concepts to students' every day experiences. On-computer activities in LaPlaya develop students' computational thinking and programming skills. Finally, an engineering design project allows students to apply these new skills through an open-ended, creative project (e.g. digital storytelling in Module 1, and virtual game in Module 2). LaPlaya is a modified Scratch programming environment tailored to the developmental needs of 4th-6th grade students. In this workshop, we begin by introducing the KELP-CS curriculum; LaPlaya, the development environment used in the on-computer activities; and the resources for teachers embedded in both. Workshop participants will do sample on- and off- computer activities from Module 1 (4th grade) and discuss tips and strategies for teaching computational thinking with this age group. For the second part of the workshop, we provide additional background for participants interested in creating their own curriculum with LaPlaya. This includes how to create projects and their analysis."
Keys to a Comprehensive Computer Science at School Policy in Argentina,"Borchardt, Mara and Roggi, In\'{e}s and Schapachnik, Fernando",2024,Sin Valor
Kid Coding Games and Artistic Robots: Attitudes and Gaze Behavior,"Sharma, Kshitij and Papavlasopoulou, Sofia and Giannakos, Michail and Jaccheri, Letizia",2018,We present a study in the context of coding activities for children. Our main focus is towards understanding the relation between children's attitudes towards coding and their behaviour while coding. Forty-four school children participated in this study solving different coding problems. We used mixed methods to capture attitude and behaviour of the children participating in the study. The attitudes towards learning to program were recorded using the self-reporting questionnaires and the behaviour was captured using the eye-trackers. The results show that the gaze-behaviour of the children moderates the relationship among the different attitudes towards coding.
KnitxCode: Exploring a Craftsmanship-driven Approach to Computational Thinking,"S\o{}rensen, Marie-Louise Stisen Kjerstein and Fog, Bjarke Vognstrup and Musaeus, Line Have and Petersen, Marianne Graves",2022,"In recent years, computational thinking (CT) has focused on how children and citizens develop basic computing skills which empower them to participate in a digitised society and broaden participation and engagement with CT. We present the exploration of a craftsmanship-driven approach to engage people in CT. To explore this approach a team of knitters, a computer scientist and a computing education expert iteratively designed the KnitxCode workshop. KnitxCode utilises knitting in combination with CT concepts as the foundation for the activities. The workshop was evaluated by 12 participants with no programming experience and with knitting experience ranging from 2-25 years (M = 6). From the evaluation we found that the craftsmanship-driven approach seemed to provide the participants with confidence to learning CT, as shared concepts and practices between knitting and computing supported transitioning from knitting craftsmanship to computing and in this way served to demystify computing."
Kniwwelino: A Lightweight and WiFi Enabled Prototyping Platform for Children,"Maquil, Val\'{e}rie and Moll, Christian and Schwartz, Lou and Hermen, Johannes",2018,"Nowadays, computational thinking skills are considered as fundamental for our future daily life and many initiatives and tools are created to foster these skills. In this paper, we present the Kniwwelino, a new platform for prototyping physical computing projects based on WiFi. The novelty of our solution lies in the use of a WiFi chip on a small, extendable board, programmable via a block based visual programming language, making the platform compact, low-cost, WiFi enabled, and accessible to children. This paper presents the design rationale and implementation of the platform as well as two simple, example projects making use of the new WiFi-based functionalities."
Kodu alice and computer science unplugged: a model of effective introducing middle school students to computer science and computational thinking (abstract only),"Marghitu, Daniela and Thomas, Lavaris and Rawajfih, Yasmeen and Hall, Jillian and Marshall, Andrew",2014,"This poster describes the ""Computer Science for All Bulldogs (CS4ALL-B) pilot, a 7-week long course taught in Fall 2013 at Opelika Middle School, located in the Auburn- Opelika, Alabama Metropolitan Area (https://cs4allb.eng.auburn.edu). The program marks the first time a formal Computer Science (CS) course has been taught in an Alabama middle school. The CS4ALL-B curriculum builds upon the Auburn University innovative 'three-step' model of K-12 computing and robotics instruction that introduces CS and Computational Thinking (CT) concepts for K-12 students. This model uses programming frameworks such as Kodu, Alice, App Inventor, Lego NXT-G and Tetrix, and Computer Science Unplugged (CSU) activities. While moving between the three steps, students explore the fundamentals of CS/CT concepts. The CS4ALL-B curriculum is structured in four main sections: First, introduction to Kodu for 7th graders and Alice for 8th graders; Second, introduction to CS/CT Concepts; Third, participation in selected CSU activities, then students develop their programs to demonstrate their abilities to design and create Kodu or Alice worlds that implement the concepts learned while participating in CSU activities; Fourth, students build their own course project that includes all concepts and skills grasped throughout their training. This model helps maintain high levels of motivation, concentration, and engagement during the entire course. The results of the pilot assessment, including tools such as traditional written assessments (e.g. quizzes, tests) as well as alternative assessments tools (e.g. projects and blog posts), will be presented. We have found that our methods foster the learners' nascent development in CS."
Labeling Implicit Computational Thinking in Pizza Pass Gameplay,"Rowe, Elizabeth and Asbell-Clarke, Jodi and Baker, Ryan and Gasca, Santiago and Bardar, Erin and Scruggs, Richard",2018,"Players can build implicit understanding of challenging scientific concepts when playing digital science learning games [7]. In this study, we examine implicit computational thinking (CT) skills of 72 upper elementary and middle school students and 10 computer scientists playing a game called Pizza Pass. We report on the process of creating automated detectors to identify four CT skills from gameplay: problem decomposition, pattern recognition, algorithmic thinking, and abstraction. This paper reports on hand-labeled playback data obtaining acceptable inter-rater reliability and 100 gameplay features distilled from digital log data. In future work, we will mine these features to automatically identify the CT skills previously labeled by humans. These automated detectors of CT will be used to analyze gameplay data at scale and provide actionable feedback to teachers in real-time."
Language-based support for computational thinking,"Howland, Katy and Good, Judith and Nicholson, Keiron",2009,Sin Valor
Large Language Model-Supported Software Testing with the CS Matrix Taxonomy,"Crandall, Johannah L. and Crandall, Aaron S.",2024,"New breakthroughs in code synthesis from Generative Pre-Trained Transformers (GPT) and Large Language Model (LLM) algorithms are driving significant changes to software engineering education. Having algorithms able to generate components of a software project means that software developers will need stronger skills in requirements specification to guide code generation as well as stronger skills in code review, testing, and integration to incorporate AI-generated code into projects. Shifts in industry and classroom practices are already occurring with the availability of inline code generation tools like GitHub's Copilot, which makes discussion of pedagogical strategies in this area a timely topic. Of immediate concern in computer science education is the potential for LLM-generated code and code help to undermine the learning of CS students. In order to avoid such undermining in even intentional uses of LLM-enhanced learning supports, it is necessary to clarify the roles such supports need to play in the pedagogical process. The Computer Science Matrix Taxonomy provides a strong framework for organizing software testing learning outcomes as well as delineating the operational space in which LLM-based feedback tools should operate to support those learning outcomes. In this paper, the authors operationalize the CS Matrix Taxonomy for software testing learning outcomes and illustrate the integration of LLM-generated test strategy suggestions as an extension of the peer coding/testing model. The work includes examples of AI-generated code testing suggestions that students would use to help guide their own code synthesis for assignments or projects."
Learners' perspectives on block-based programming environments: code.org vs. scratch,"Krugel, Johannes and Ruf, Alexander",2020,"We report from a comparative study regarding two popular block-based programming environments for the introduction of algorithmic concepts, namely Code.org and Scratch. A quasi-experiment was conducted with five classes (grade 7) from two secondary schools (n = 122). To investigate the effects of both learning environments, the students were divided into two groups.Following a mixed-methods research approach, we use quantitative and qualitative methods to gain a comprehensive understanding of learner's perspectives and skills. We measure the learners' perceived self-regulation and intrinsic motivation. The learners of Code.org show a higher intrinsic motivation compared to the Scratch group. Qualitative analyses of answers to open-ended questions reveal positive and negative aspects of the learning environments. With Code.org, the learners in particular like the fun and the challenges, while for Scratch, they like the feeling of actually programming something and the very free environment."
Learning Analytics: Moving on?,"Conde, Miguel \'{A}ngel and Hern\'{a}ndez-Garc\'{\i}a, \'{A}ngel and Chaparro-Pel\'{a}ez, Julian",2021,"This is the introductory article of the track on Learning Analytics within the 2021 International Conference Technological Ecosystems for Enhancing Multiculturality (TEEM’21). In this article, we lay out the motivation of the main theme of this edition's track, the main topics of interest and the review process followed for submission of contributions. We also present an outline of the accepted contributions and conclude with our own reflections on current issues in research on learning analytics, based on both our opinions and experience as track chairs in previous editions."
Learning and Identity in YWIC: An Analysis of Program Implementation and Design as Promoting Agency in Computing (Abstract Only),"Hug, Sarah and Pontelli, Enrico and Cota, Raena and Eyerman, Suzanne",2017,"This poster highlights a sociocultural analysis of a multifaceted K12 outreach program at New Mexico State University, a Hispanic Serving Institution that has had success recruiting local young women into the computer science department and beyond into the computing workforce. YWiC began in 2006 and has become a rich, extensive outreach program, reaching over 10,200 students across southern New Mexico. Over the years, YWiC has produced strong evaluation results related to computer science knowledge gains and computing interest (see Nesiba, et. Al 2015). The social scientists used Lave and Wenger's (1991) community of practice concept to analyze program design and implementation. Findings show four ways in which the program promotes individual agency, belonging to the local and global computing communities, and ""positioning"" (Davies and Harre, 1990) of young women as competent computer scientists. Specifically, YWiC: a) makes multiple pathways into computing education and computer science careers via intentional role modeling, b) provides common base knowledge through initial experiences and deep support from multiple role models, c) gives opportunities for young women to identify, and be identified by others as, competent in computing, and d) promotes belonging to a group of like-minded girls with multiple interests."
Learning by Fixing and Designing Problems: A Reconstruction Kit for Debugging E-Textiles,"Lui, Debora and Anderson, Emma and Kafai, Yasmin B. and Jayathirtha, Gayithri",2017,"In this paper, we present the development of a ""reconstruction kit"" for e-textiles, which transforms fixed-state construction kits---maker tools and technologies that focus on the creation of semi-permanent projects---into flex-state construction kits that allow for endless deconstruction and reconstruction. The kit uses modular pieces that allow students to both solve and create troubleshooting and debugging challenges, which we call ""DebugIts."" We tested our prototype in an after-school workshop with ten high school students, and report on how they interacted with the kit, as well as what they learned through the DebugIt activities. In the discussion, we delve into the affordances and challenges of using these kits as both learning and assessment tools. We also discuss how our pilot and prototype can inform the design of reconstruction kits in other areas of making.1"
Learning Chinese as a Second Language by Educational Robots Integrating the Operation of Conditional Logic in Computational Thinking and the Usage of the Causal Sentences,"Hsu, Ting-Chia and Wong, Lung-Hsiang and Aw, Guat Poh",2020,Sin Valor
Learning computational thinking and social skills development in young children through problem solving with educational robotics,"Caballero-Gonzalez, Yen-Air and Mu\~{n}oz-Repiso, Ana Garc\'{\i}a-Valc\'{a}rcel and Garc\'{\i}a-Holgado, Alicia",2019,"The technological advance that is currently evident in the different social contexts is contributing to consolidate educational processes that allow the strengthening of technological and social skills in students. This paper presents some results obtained in the development of a learning experience in computational thinking and social interaction skills, using problem solving activities and educational robotics in a playful way. The experience involved 46 students and 2 teachers of the first level of primary education of a concerted school in Salamanca, Spain, during the period 2017-2018. A rubric and checklists were used as data collection instruments. The results show a significant advance in the computational thinking and social development skills explored."
Learning Computational Thinking Efficiently: How Parsons Programming Puzzles within Scratch Might Help,"Bender, Jeff and Zhao, Bingpu and Dziena, Alex and Kaiser, Gail",2022,"Using a design thinking approach, we surveyed and interviewed grade 6-9 teachers on their experience with Scratch and Parsons Programming Puzzles (PPP). The results lead us to extend Scratch with gameful PPP functionality focused on individual computational thinking (CT) concepts. In this paper, we vary elements of PPPs presented to 624 adult learners to identify those yielding manageable cognitive load (CL), and maximum CT motivation and learning efficiency, for a general populace. Findings indicate PPPs with feedback and without distractors limit CL, those with feedback produce highest CT motivation, and those with an isolated block palette and without distractors produce highest CT learning efficiency. We analyze study data across nine conditions to offer insight to those developing PPP systems with the aim to advance equitable CT education for all."
Learning Scenarios for the Subject Methodology of Programming From Evaluating the Computational Thinking of New Students,"Rojas-López, Arturo and García-Peñalvo, Francisco José",2018,Sin Valor
Learning Sequencing with Bee-Bot: A Study on Improving Computational Thinking and Motivation for Young Learners in Programming Education,"Choi, Wan-Chong and Choi, Iek-Chong and Lam, Chan-Tong and Mendes, António José",2024,Sin Valor
Lessons Learned From Introducing Preteens in Parent-Led Homeschooling to Computational Thinking,"Sep\'{u}lveda-D\'{\i}az, Carla and Stuardo Rojas, Elson and Simmonds, Jocelyn and Gutierrez, Francisco J. and Hitschfeld, Nancy and Casanova, Cecilia and Sotomayor, Cecilia",2020,"Parents that homeschool their children ignore certain topics when they lack mastery or interest in them. Homeschool groups try to address this issue, cooperatively educating their children. We were contacted by such a group that wanted to introduce their children to computational thinking (CT). These children, aged 7-11, have showed an interest in technology, and use online educational resources. None of the parents felt capable of tutoring the group about CT. They also worried about losing control about how their children interact with technology. We report an intervention over 9 months to introduce eleven young homeschoolers to CT in a suburban environment, describing the impact on parent and children attitudes towards technology and CT. We conclude with three lessons: 1)~science-related activities should be used to introduce CT among homeschoolers, 2) ""success'' is establishing a meaningful relationship with a homeschool group, and 3) activities designed for school children need to be adapted to the homeschooling context."
