Title,Autor,Year
Artificial Intelligence Integration into School Education: A Review of Indian and Foreign Perspectives,Bablu Karan and G. R. Angadi,2023
Metacognitive Processes Involved in Human Robot Interaction in the School Learning Environment,"Mishra, Deepti and Lugo, Ricardo G. and Parish, Karen and Tilden, Solveig",2023
What’s Hot in Literacy: The Duality of Explicit Instruction \& Cultural And Linguistic Considerations,Stephanie Grote-Garcia and Evan Ortlieb,2023
The influence of art programming courses on design thinking and computational thinking in college art and design students,"Li, Qiang and Liu, Ze-xue and Wang, Peng and Wang, Jing-jing and Luo, Tian",2023
FruitSort: The educational computational thinking game with accessibility for hearing-impaired children; [FruitSort: o jogo educativo de pensamento computacional com acessibilidade para crianças portadoras de deficiência auditiva],"Raia, Marcos Librelon and Martins, Andre Giacon and Kas, Gustavo Paulino Al and Eliseo, Maria Amelia",2023
Computing Legal Analysis: A Guided Approach to Problem Solving in Contract Law,"Ribary, Marton and Starza-Allen, Antony",2023
Discursive framing and organizational venues: mechanisms of artificial intelligence policy adoption,Frans af Malmborg and Jarle Trondal,2023
Effects of Interaction between Peer Assessment and Problem-Solving Tendencies on Students’ Learning Achievements and Collaboration in Mobile Technology-Supported Project-Based Learning,Di Zhang and Gwo-Jen Hwang,2023
Development of AI Liberal Arts Curriculum for the General Public,"Jang, Yunjae and Yoon, Ilkyu and Woo, Hosung",2023
Game Difficulty Adaptation and Experience Personalization: A Literature Review,Panagiotis D. Paraschos and Dimitrios E. Koulouriotis,2023
Assessing teachers’ PCK to teach computational thinking via robotic programming,"Çakıroğlu, Ünal and Kiliç, Servet",2023
Fostering interdisciplinary collaboration in computational diplomacy: A multi-layered network approach to improve our understanding of institutional complexity and effective governance design,Didier Wernli,2023
Digital Competence of Mathematics teachers based on DigCompEdu in Regular Basic Education in the Lambayeque region,"Chung, Victor and Bravo, Jessie and Heredia, Armando Moreno and Alarcón, Roger",2023
A Systematic Analysis on Graduate Theses Published in The Field of Computer Programming in K-12 Education Between 2018 and 2022,"Uluyol, Çelebi and Orak, Esma and Gökçearslan, Şahin and Ramazanoğlu, Mehmet",2023
Chapter 3 - Nuclear power reactions driven radiation hardening environments,Ali Zamani Paydar and Seyed Kamal Mousavi Balgehshiri and Bahman Zohuri,2023
The Landscape of Computational Thinking Problems for Practice and Assessment,"Pelánek, Radek and Effenberger, Tomáš",2023
Educational Communities’ Perceptions of the Stimulation of 21st-Century Skills; [Percepção da comunidade educativa sobre a estimulação de habilidades para o século XXI]; [Percepción de la comunidad educativa sobre la estimulación de las habilidades para el siglo XXI],"Garay, Ignacio Javier Salamanca and Quintana, María Graciela Badilla",2023
Developing and Testing a Design-Based Learning Approach to Enhance Elementary Students’ Self-Perceived Computational Thinking,"Li, Xing and Xie, Kui and Vongkulluksn, Vanessa and Stein, David and Zhang, Yi",2023
The Design and Development of Learning Media “Circle Time Management” Based on Virtual Reality Games in an Innovative Pedagogical Perspective,"Magta, Mutiara and Mahardika, Esti Kurniawati",2023
Characterising algorithmic thinking: A university study of unplugged activities✰,Adrián Bacelo and Inés M. Gómez-Chacón,2023
The Grey Area: How Regulations Impact Autonomy in Computational Journalism,Sarah K. Wiley,2023
Designing an Interactive Learning Suite for Children: Results from a Usability Study with a Multidisciplinary Research Team,"Soleimani, Arash",2023
Coding with Colors: Children’s Errors Committed While Programming Robotito for the First Time,"Bakala, Ewelina and Pires, Ana C. and da Luz, Mariana and Pascale, María and Tejera, Gonzalo and Hourcade, Juan Pablo",2023
“Everybody’s searching their roots”: centering Black nature-cultures of belonging in non-compulsory computer science education,"Lachney, Michael and Allen Kuyenga, Madison C. and Phelps, Jada and Yadav, Aman and Drazin, Matt",2023
Strengthening Writing Ability Among Students Learning Chinese as a Second Language Through Creative Thinking Spiral Teaching Strategy,Ju-May Wen and Hai-Dung Do and Eric Zhi-Feng Liu and Chun-Hung Lin and Shihping Kevin Huang,2023
Implementing and sustaining coding and robotics practices in rural elementary school districts: an activity theory perspective,Tugba Boz and Martha Allexsaht-Snider,2023
The 'Choc-Machine' - an Introduction to Algorithmic Thinking using Finite State Machines,"Vielsack, Annika and Klein, Miriam and Niesenhaus, Thomas and Ulbrich, Mattias",2023
Teachers’ perspectives of utilizing distance learning to support 21st century skill attainment for K-3 elementary students during the COVID-19 pandemic era,Halah {Ahmed Alismail},2023
Scaffolding vocational high school students’ computational thinking with cognitive and metacognitive prompts in learning about programmable logic controllers,"Chen, Ching-Huei and Liu, Tung-Kai and Huang, Kun",2023
“That is Still STEM”: Appropriating the Engineering Design Process to Challenge Dominant Narratives of Engineering and STEM,Jessica Watkins,2023
Developing preservice teachers’ intuitions about computational thinking in a mathematics and science methods course,"Moon, Peter F. and Himmelsbach, Joshua and Weintrop, David and Walkoe, Janet",2023
Cross-cultural critical thinking profiles: A multigroup latent profile analysis,Cihan Demir and Brian F. French and Brian Hand,2023
Examining pre-service teachers regulation in distance and traditional preschool design and technology education,Brina Kurent and Stanislav Avsec,2023
"Computational thinking, 21st century skills, and robotics","Munn, Carol",2023
A data and knowledge-jointly driven multimodal intelligent system for enterprise culture assessment,Ruihong Cao,2023
Timing of instructional materials and types of gameplay for interdisciplinary learning: A comparative experimental study,I-Fan Lo and Ching-Huei Chen,2023
Student ability and difficulties with transfer from a block-based programming language into other programming languages: a case study in Colombia,"Alejandro Espinal, Camilo Vieira and Valeria Guerrero-Bequis",2023
Effect of Generative Learning Models Based on Cognitive Conflict on Students' Creative Thinking Processes Based on Metacognitive,"Akmam, A. and Hidayat, R. and Mufit, F. and Anshari, R. and Jalinus, N.",2023
The Science of COVID-19,"Matthew Johnson, Tiffany Lewis, Kit Martin, Amber Cesare, Anthony Schmitt, Eugene Lengerich, Kristin Bittner and Chris Divyak",2023
Developing a weather prediction project-based machine learning course in facilitating AI learning among high school students,Wen-Yen Lu and Szu-Chun Fan,2023
"Full Issue PDF, Volume 94, Supplement 1",Sin Valor,2023
"Developing Machine Learning Agency Among Youth: Investigating Youth Critical Use, Examination, and Production of Machine Learning Applications","Adisa, Ibrahim O.",2023
Mathematics in STEM education,Meixia Ding and Jinfa Cai,2023
Imagining robots of the future: Examining sixth-graders’ perceptions of robots through their literary products,"Changzhao Wang, Ji Shen and Hua Ran",2023
PEER-REVIEWED ABSTRACTS,Sin Valor,2023
Fuzzy knowledge based assessment system for K-12 Scientific Reasoning Competencies,Manel BenSassi and Henda Ben Ghezala,2023
Vygotskian hybridizing of motion and mapping: Learning about geometric transformations in block-based programming environments,"Jesús E. Hernández-Zavaleta, Corey Brady, Sandra Becker and Douglas B. Clark",2023
Online Teaching in K-12 Education in the United States: A Systematic Review,Carla C. Johnson and Janet B. Walton and Lacey Strickler and Jennifer Brammer Elliott,2023
Design of Data Persistence for Network Resources Recommendation System Based on Hibernate Architecture,Xia Peng and Jun Li and Yongchang Ren,2023
Promoting engineering research with entrepreneurship and industry experiences: a teacher professional development program,Purvee Chauhan and Vikram Kapila,2023
Using Video Media to Teach Physics and the Nature of Science,"S. V. Poor, B. C. Herman and B. A. Janney",2023
Exploratory data fusion of untargeted multimodal LC-HRMS with annotation by LCMS-TOF-ion mobility: White wine case study,Mpho Mafata and Maria Stander and Keabetswe Masike and Astrid Buica,2023
Using design-based implementation research approach to create computational thinking assessment tools for youth programs in public libraries,Nitzan Koren and David Weintrop and Mega Subramaniam,2023
"Correction to: Exploring Computational Thinking in the Context of Mathematics Learning in Secondary Schools: Dispositions, Engagement and Learning Performance (International Journal of Science and Mathematics Education, (2023), 10.1007/s10763-023-10419-1)","Looi, Chee-Kit and Chan, Shiau-Wei and Wu, Longkai and Huang, Wendy and Kim, Mi Song and Sun, Daner",2023
Scratch as a Tool to Promote Computational Thinking in Technological Education,"Núñez-Naranjo, Aracelly and Luis-Masabanda, José and Morales-Urrutia, Elizabeth and Goitia, José Manuel Gómez",2023
Assessing the Impact of Using Python to Teach Computational Thinking for Remote Schools in a Blended Learning Environment,"Kamak, Lakshmi Preethi and Mago, Vijay",2023
Comparing Undergraduate Nature of Science Views in Traditional Versus Inquiry-Taught Science Courses,Alex T. St. Louis and Hayat Hokayem,2023
Information Science Students' Background and Data Science Competencies: An Exploratory Study,"Rosenfeld, Ariel and Elmalech, Avshalom",2023
A systematic literature review of teacher scaffolding in game-based learning in primary education,Liping Sun and Marjaana Kangas and Heli Ruokamo and Signe Siklander,2023
Design and Effectiveness Analysis of Interactive Strategies for Teaching Graphical Programming Oriented to Cultivate Computational Thinking,"Wang, Fan and Chen, Lan and Wang, Wei",2023
A review of research on teaching of computer programming in primary school mathematics: moving towards sustainable classroom action,"Holo, O.E. and Kveim, E.N. and Lysne, M.S. and Taraldsen, L.H. and Haara, F.O.",2023
Multimodal CS Education Using a Scaffolded CSCL Environment,"Monahan, Robert and Vandenberg, Jessica and Gupta, Anisha and Smith, Andy and Elsayed, Rasha and Fox, Kimkinyona and Cheuoua, Aleata Hubbard and Ringstaff, Cathy and Minogue, James and Oliver, Kevin and Mott, Bradford",2023
A Template for Teaching Computational Modelling in High School,"Musaeus, Line Have and Caspersen, Michael E. and Musaeus, Peter",2023
"9th Annual International Conference on Information Management and Big Data, SIMBig 2022",Sin Valor,2023
Exploring teachers’ perceptions of critical digital literacies and how these are manifested in their teaching practices,"Anastasia Gouseti, Minna Lakkala, Juliana Raffaghelli, Maria Ranieri, Alice Roffi and Liisa Ilomäki",2023
Examining Science and Technology/Engineering Educators’ Views of Teaching Biomedical Concepts Through Physical Computing,"Love, Tyler S. and Cysyk, Joshua P. and Attaluri, Anilchandra and Tunks, Robert D. and Harter, Kevin and Sipos, Renee",2023
Applying Computational Thinking and Formative Assessment to Enhance the Learning Performance of Students in Virtual Programming Language,"Cheng, Yu-Ping and Cheng, Shu-Chen and Yang, Ming and Lin, Jim-Min and Huang, Yueh-Min",2023
Progressive flowchart development scaffolding to improve university students’ computational thinking and programming self-efficacy,"Jia-Hua Zhang, Bin Meng, Liu-Cong Zou, Yue Zhu and Gwo-Jen Hwang",2023
"Proceedings - 2023 5th International Conference on Computer Science and Technologies in Education, CSTE 2023",Sin Valor,2023
The role of computer supported project-based learning in students’ computational thinking and engagement in robotics courses,Yang Wang,2023
Geospatial assessment of the convergence of communicable and non-communicable diseases in South Africa,Diego F Cuadros and Claudia M Moreno and Andrew Tomita and Urisha Singh and Stephen Olivier and Alison Castle and Yumna Moosa and Johnathan A Edwards and Hae-Young Kim and Mark J Siedner et al.,2023
Teach Sublimation with Markers!,Christine G. Schnittka and Mark Brenneman,2023
Promoting primary school students’ creativity via reverse engineering pedagogy in robotics education,Xiaohong Liu and Jianjun Gu and Li Zhao,2023
ChatGPT versus engineering education assessment: a multidisciplinary and multi-institutional benchmarking and analysis of this generative artificial intelligence tool to investigate assessment integrity,"Sasha Nikolic, Scott Daniel, Rezwanul Haque, Marina Belkina, Ghulam M. Hassan, Sarah Grundy, Sarah Lyden, Peter Neal and Caz Sandison",2023
“If I create a game I'll learn”: online game creation as a tool to promote learning skills of students with learning difficulties,Hagit Meishar-Tal and Avital Kesler,2023
Effect of COGNI-MACHINE computational thinking training on executive functions in children aged 9 to 11: Protocol of a cluster randomized controlled trial,Carolina {Robledo Castro} and Luz Helena {Rodríguez Rodríguez} and Luis Fernando {Castillo Ossa},2023
INTEGRATING COMPUTATIONAL THINKING WITH ABSTRACTION IN CONTEXT: A PROJECT PROPOSAL,"Probadora, Theresa B. and Guzon, Angela Fatima H.",2023
Effective teaching in computational thinking: A bias-free alternative to the exclusive use of students’ evaluations of teaching (SETs),Noemi V. {Mendoza Diaz} and Trinidad Sotomayor,2023
Participatory Designs for Computational Play: A Study of Children’s Play Across Traditional and Digital Domains,"Brooks, Eva and Edstrand, Emma",2023
Visualising trends in computational thinking research from 2012 to 2021: A bibliometric analysis,Hui E Chen and Daner Sun and Ting-Chia Hsu and Yuqin Yang and Jin Sun,2023
Exploring the impact of augmented reality on student academic self-efficacy in higher education,Yvonne O'Connor and Carolanne Mahony,2023
The determinants of impact of personal traits on computational thinking with programming instruction,"Yuan-Chen Liu, Tzu-Hua Huang and Chia-Ling Sung",2023
Teachers’ perception about the difficulty and use of programming and robotics in the classroom,Beatriz Ortega-Ruipérez and Miguel Lázaro Alcalde,2023
The mediating role of critical thinking dispositions between secondary school student's self-efficacy and problem-solving skills,Adnan Tasgin and Cigdem Dilek,2023
Conceptual development in early-years computing education: a grounded cognition and action based conceptual framework,"Kallia, Maria and Cutts, Quintin",2023
Auditory and haptic feedback to train basic mathematical skills of children with visual impairments,"Sebastián Marichal, Andrea Rosales, Fernando González Perilli, Ana Cristina Pires and Josep Blat",2023
From Symbolic Manipulations to Stepwise Instructions: A Curricular Comparison of Swedish School Algebra Content over the Past 40 Years,Kajsa Bråting,2023
Robot illustrated: Exploring elementary students’ perceptions of robots via the draw-a-robot test,"Xinli Zhang, Yuchen Chen, Yiwei Bao and Lailin Hu",2023
Scaffolding young children's computational thinking with teacher talk in a technology-mediated classroom,Xinyun Hu and Ming Ming Chiu and Nicola Yelland and Yutong Liang,2023
Reflections on the orientation and development of engineering graphics in the era of computing,"Yu, Hai-Yan and Liu, Yan-Cong and He, Yuan-Jun",2023
Improving early childhood pre-service teachers’ computational thinking teaching self-efficacy beliefs in a STEM course,"Çiftçi, Ayşe and Topçu, Mustafa Sami",2023
An AI-enhanced pattern recognition approach to temporal and spatial analysis of children's embodied interactions,Ceren Ocak and Theodore J. Kopcha and Raunak Dey,2023
Application of Sustainable Development of Teaching in Engineering Education: A Case Study of Undergraduate Course Design of Raman Spectroscopy Based on Virtual Reality (VR) Technology,"Li, Fei and Jiang, Jianfeng and Qin, Qingao and Wang, Xiaobo and Zeng, Guoqiang and Gu, Yi and Guo, Wentai",2023
Promoting Executive Function Through Computational Thinking and Robot: Two Studies for Preschool Children and Hospitalized Children,"Betty, Shrieber",2023
"Animated movements, animating methods: An interaction geography approach to space and affect in early childhood education",Ben Rydal Shapiro and Deborah Silvis,2023
The impact of story-inspired programming on preschool children's computational thinking: A multi-group experiment,Weipeng Yang and Davy Tsz Kit Ng and Jiahong Su,2023
Embracing Computational Thinking as an Impetus for Artificial Intelligence in Integrated STEM Disciplines through Engineering and Technology Education,"Asunda, Paul and Faezipour, Miad and Tolemy, Joshua and Do Engel, Milo Timothy",2023
"Educational Strategies for Youth Empowerment in Conflict Zones: Transforming, Not Transmitting Trauma",Nidhi Shrivastava,2023
Teaching computing beyond the school walls: A critical analysis of paths in brazil and the united kingdom; [O ENSINO DE COMPUTAÇÃO PARA ALÉM DOS MUROS DA ESCOLA: ANÁLISE CRÍTICA DOS CAMINHOS NO BRASIL E NO REINO UNIDO],"Menezes, Stefane Vieira and Piccolo, Lara",2023
Visual programming and computational thinking environments for K-9 education: a systematic literature review,"Trakosas, Dimitrios and Tikva, Christina and Tambouris, Efthimios",2023
Effect of particle size of nanoscale zero–valent copper on inorganic phosphorus adsorption–desorption in a volcanic ash soil,Jonathan Suazo-Hernández and Cristian Urdiales and Patricia Poblete-Grant and Hector Pesenti and Lizethly Cáceres-Jensen and Binoy Sarkar and Nanthi Bolan and María {de la Luz Mora},2023
Embodied mathematical practices in (re)designing board games in a linguistically diverse classroom,"Beaumie Kim, Reyhaneh Bastani and Miwa A. Takeuchi",2023
Effects of a computational thinking intervention program on executive functions in children aged 10 to 11,Carolina Robledo-Castro and Luis Fernando Castillo-Ossa and Christian Hederich-Martínez,2023
Makerspace activities in a school setting: Top-down and bottom-up approaches for teachers to leverage pupils' making in science education,Anders I. Mørch and Ellen E. Flø and Kristina T. Litherland and Renate Andersen,2023
Gender equity and motivational readiness for computational thinking in early childhood,Allison Master and Daijiazi Tang and Desiree Forsythe and Taylor M. Alexander and Sapna Cheryan and Andrew N. Meltzoff,2023
Computational thinking in early childhood education: The impact of programming a tangible robot on developing debugging knowledge,Anastasia Misirli and Vassilis Komis,2023
Assessment and accountability global trends and future directions in 21st century competencies,Graham S. Maxwell,2023
"Computational thinking in education – epistemology, pedagogy and politics; [ALGORITAMSKI NAČIN RAZMIŠLJANJA U OBRAZOVANJU – EPISTEMOLOGIJA, PEDAGOGIJA I POLITIKA]","Šumonja, Miloš",2023
Teachers' Perception and Experiences of Computer Science Education in K-8 Schools,"Anu, Vaibhav and Hagiwara, Sumi and Herbert, Katherine and Sultana, Kazi Zakia and Shin, Minsun and Goldstein, Rebecca and Virella, Patricia",2023
Computational Thinking for Design Science Researchers – A Modular Training Approach,"Zahn, Eva-Maria and Dickhaut, Ernestine and Vonhof, Mark and Söllner, Matthias",2023
Practice-Crosscutting Concept pairs of the NGSS and ways of knowing in the Earth \& Space Sciences,Nancy A. Price,2023
"Proceedings of the 6th International Conference on Innovative Technologies and Learning, ICITL 2023",Sin Valor,2023
Components of computational thinking in citizen science games and its contribution to reasoning for complexity through digital game-based learning: A framework proposal,"Berenice Alfaro-Ponce, Azeneth Patiño and Jorge Sanabria-Z",2023
Investigating Block Programming Tools in High School to Support Education 4.0: A Systematic Mapping Study,"Perin, Ana Paula Juliana and Silva, Deivid Eive Dos S. and Valentim, Natasha M. C.",2023
"The effect of generative artificial intelligence (AI)-based tool use on students' computational thinking skills, programming self-efficacy and motivation","Yilmaz, Ramazan and Karaoglan Yilmaz, Fatma Gizem",2023
Accountability for the future? International testing and future directions,Ronny Scherer and Trude Nilsen,2023
Digital media arts and critical media education: an alchemy of creative literacy practices,Michelle Cannon,2023
"Measuring coding ability in young children: relations to computational thinking, creative thinking, and working memory","Wang, Lin and Geng, Fengji and Hao, Xiaoxin and Shi, Donglin and Wang, Tengfei and Li, Yan",2023
Students’ beliefs about computer programming predict their computational thinking and computer programming self-efficacy,"Silvia Wen-Yu Lee, Jyh-Chong Liang, Chung-Yuan Hsu and Meng-Jung Tsai",2023
Conversing with Copilot: Exploring Prompt Engineering for Solving CS1 Problems Using Natural Language,"Denny, Paul and Kumar, Viraj and Giacaman, Nasser",2023
Effect of design-based learning on elementary students computational thinking skills in visual programming maker course,"Isaac M. Matere, Cathy Weng, Melese Astatke, Chih-Hsien Hsia and Chen-Guo Fan",2023
Educational robotics as a powerful tool to create motivating activities in educational environments,"Sandri, M. and Mancini, D. and Ammoscato, A. and Catania, M. and D'Alessio, F. and Bondesan, B. and Di Giacomo, F. and Fulco, M.T. and Galleti, S. and Leonardi, L. and Leoni, R. and Mignone, C. and Russo, R.",2023
The effect of after-school extracurricular robotic classes on elementary students’ computational thinking,"José Miguel Merino-Armero, José Antonio González-Calero and Ramón Cózar-Gutiérrez",2023
Biological evolution learning and computational thinking: Enhancing understanding through integration of disciplinary core knowledge and scientific practice,Dana Christensen and Doug Lombardi,2023
"Socially shared regulation of learning in game-based collaborative learning environments promotes algorithmic thinking, learning participation and positive learning attitudes","Jiansheng Li, Yuyu Lin, Mingzhu Sun and Rustam Shadiev",2023
Chapter 2 - Introduction to artificial intelligence and machine learning algorithms,Anthony D. Bowman and Leon Jololian,2023
A Music Programming Course for Undergraduate Music Conservatory Students: Evaluation and Lessons Learnt,"Mandanici, Marcella and Spagnol, Simone",2023
Active methodologies to develop computational thinking; [METODOLOGÍAS ACTIVAS PARA DESARROLLAR EL PENSAMIENTO COMPUTACIONAL],"Chiriboga, María and Vásquez, Esther and Seminario, María and Falcones, Cecibel",2023
Thinking and Practicing Like a Scientist?,Zhengyan Zhang and Ying-Chih Chen and Guangxi He and Hsiao-Ching She and Jhih-Cheng Chen,2023
GeoGebra applet to learn programming and debugging in mathematics lessons,"Yunianto, Wahid and Bautista, Guillermo and Indra Prahmana, Rully Charitas and Lavicza, Zsolt",2023
"Associations between Computational Thinking and Figural, Verbal Creativity",Ben Avital and Arnon Hershkovitz and Rotem Israel-Fishelson,2023
"7th International Conference on Design, Leaning and Innovation, DLI 2022",Sin Valor,2023
A Comparison of Online and Offline Digital Gameplay Activities in Promoting Computational Thinking in K-12 Education †,"Chen, Li-Xian and Su, Shih-Wen and Chen, Yen-Yun and Liao, Chia-Hung and Yuan, Shyan-Ming",2023
Computational Thinking Assessment – Towards More Vivid Interpretations,"Guggemos, Josef and Seufert, Sabine and Román-González, Marcos",2023
Productivity Versus Sustainability: A Tale of Two Authors’ Engagement in Participatory Culture,Julia Hagge,2023
A New Concept of the Informatics Curriculum in the Czech Republic: Teacher Reflection on the First Year of the Transition Period,"Kostolanyova, Katerina and Cirus, Lukas and Javorcik, Tomas and Simonova, Ivana",2023
Collaboration Between Parents and Children Using Robots,"Møller, Anders Kalsgaard and Kaup, Camilla Finsterbach",2023
Augmented reality smart glasses use and acceptance: Α literature review,George Koutromanos and Georgia Kazakou,2023
Using Open-World Games to Support Inclusive Approaches to Computational Thinking,"Dorothy Bennett, Cornelia Brunner, Nicholas Hartmann and Stephen Uzzo",2023
Comparative research on diversity in virtual learning: Eastern vs. western perspectives,"Khlaif, Zuheir and Sanmugam, Mageswaran and Itmazi, Jamil",2023
Learning to teach epistemic practices of science in secondary schools,Sibel Erduran and Liam Guilfoyle,2023
Need-Based Game Design: Developing a CT Game Based on Educational Needs,"Humble, Niklas and Mozelius, Peter and Sällvin, Lisa",2023
Educational imaginaries: governance at the intersection of technology and education,Lina Rahm,2023
Mexican Mathematical Talent Program (TAMME) – Enrichment Activities for Elementary and High School Students; [Programa Talento Matemático Mexicano (TAMME) - Atividades de Enriquecimento para Alunos de Ensino Fundamental e Médio],"Zarzar, Cristianne Butto and Fernández, Joaquín Delgado and Capellini, Vera Lúcia Messias Fialho",2023
Integrating generative AI in knowledge building,Bodong Chen and Xinran Zhu and Fernando {Díaz del Castillo H.},2023
Introducing Prolog in Language-Informed Ways,"Dahl, Verónica and Cecchi, Laura A.",2023
"Abstractive-Based Programming Approach to Computational Thinking: Discover, Extract, Create, and Assemble",Ndudi O. Ezeamuzie,2023
"4th International Conference on Quantitative Ethnography, ICQE 2022",Sin Valor,2023
Predicting user types with symbolic images: An empirical validation based on two card-sorting studies,Paula T. Palomino and Luiz Rodrigues and Alessandra Luz and Armando M. Toda and Lennart Nacke and Seiji Isotani,2023
"Young Scholar Symposium on Science and Mathematics Education, and Environment",Sin Valor,2023
How a child entangles empathy and computational thinking in reasoning about fairness,Erin Ronayne Sohr and Ayush Gupta and Andrew Elby and Jennifer Radoff,2023
A case study of teacher learning in enacting maker pedagogy through lesson study,Jiajia Li and Sui Lin Goei and Wouter R. {Van Joolingen},2023
In critical need of research-based instructional strategies and assessment: an investigation of ePCR math lesson plans for middle school students,"Yi Jin, Shenghua Zha and Janet Cowart",2023
Modeling of Online Learning Strategies Based on Fuzzy Expert Systems and Self-Directed Learning Readiness: The Effect on Learning Outcomes,Deddy Barnabas Lasfeto and Saida Ulfa,2023
Towards a learning progression of sequencing and algorithm design for five- and six-years-old children engaging with an educational robot,"Vieira, Camilo and Chiu, J. and Velasquez, B.",2023
"The evolving themes of computing education research: Trends, topic models, and emerging research","Apiola, Mikko and López-Pernas, Sonsoles and Saqr, Mohammed",2023
Analysis of Competencies Reflection in the 2022 Revised Music Curriculum based on OECD Education 2030,"Cho, Suhee",2023
"The foundation for future education, teaching, training, learning, and performing infrastructure - The open interoperability conceptual framework approach",Ana Perisic and Ines Perisic and Marko Lazic and Branko Perisic,2023
Creative and Critical Entanglements With AI in Art Education,Ye Sul Park,2023
Effects of robotics STEM camps on rural elementary students’ self-efficacy and computational thinking,"Shang, Xiaojing and Jiang, Zhujun and Chiang, Feng-Kuang and Zhang, Yicong and Zhu, Dan",2023
Construction and Application of a Computational Thinking Assessment Framework from the Perspective of the Iceberg Model,"Zhou, Xuchen and Zhang, Wei and Wang, Shengming and Chen, Hao",2023
Ingenuity of scratch programming on reflective thinking towards problem solving and computational thinking,"Gökçe, Semirhan and Yenmez, Arzu Aydoğan",2023
When preservice and inservice teachers join forces: A collaborative way to support the enactment of new coding curricula in mathematics classrooms,"Broley, Laura and Buteau, Chantal and Sardella, Jessica",2023
The Hutong neighbourhood grammar: A procedural modelling approach to unravel the rationale of historical Beijing urban structure,Yuyang Wang and Andrew Crompton and Asterios Agkathidis,2023
Scaffolding vocational high school students’ computational thinking with cognitive and metacognitive prompts in learning about programmable logic controllers,"Ching-Huei Chen, Tung-Kai Liu and Kun Huang",2023
An AI-enhanced pattern recognition approach to temporal and spatial analysis of children's embodied interactions,"Ocak, Ceren and Kopcha, Theodore J. and Dey, Raunak",2023
Computational thinking with families: Studying an at-home media intervention to promote joint media engagement between preschoolers and their parents,Heather J. Lavigne and Ashley Lewis Presser and Deborah Rosenfeld and Leslie Cuellar and Regan Vidiksis and Camille Ferguson and Marisa Wolsky and Jessica Andrews,2023
A Proposal of a Scenario to Integrate Active Pedagogical Approaches to Teach Scratch in Primary School,"Chekour, Mohammed and Seghroucheni, Yassine Zaoui and Aboulkacem, Amina and Hafid, Moulay Mustapha",2023
"Correction to: Effects of robotics STEM camps on rural elementary students’ self-efficacy and computational thinking (Educational technology research and development, (2023), 71, 3, (1135-1160), 10.1007/s11423-023-10191-7)","Shang, Xiaojing and Jiang, Zhujun and Chiang, Feng-Kuang and Zhang, Yicong and Zhu, Dan",2023
Investigating Emirati Students’ Practices of Learning Block-Based Programming in an Online Learning Context: Evidence from a UAE National Program,"Elsawah, Wafaa and Charles, Tendai",2023
"The effects of a role-play-based micro-game strategy on students’ computational thinking, learning engagement and learning motivation","Gang Yang, Dan Zheng, Ji-Huan Chen, Qun-Fang Zeng, Yun-Fang Tu and Xiao-Li Zheng",2023
A pedagogical framework for mobile learning in science education,Xiaoming Zhai and David F. Jackson,2023
Gender Characteristics and Computational Thinking in Scratch,"Niousha, Rose and Saito, Daisuke and Washizaki, Hironori and Fukazawa, Yoshiaki",2023
Improving computational thinking: the role of students’ networking skills and digital informal learning,"Mehrvarz, Mahboobeh and Keshavarzi, Fahimeh and Heidari, Elham and McLaren, Bruce M.",2023
Mapping Computational Thinking Skills Through Digital Games Co-Creation Activity Amongst Malaysian Sub-urban Children,"Othman, Mohd Kamal and Jazlan, Syazni and Yamin, Fatin Afiqah and Aman, Shaziti and Mohamad, Fitri Suraya and Anuar, Nurfarahani Norman and Saleh, Abdulrazak Yahya and Abdul Manaf, Ahmad Azaini",2023
Effects of a computational thinking intervention program on executive functions in children aged 10 to 11,"Robledo-Castro, Carolina and Castillo-Ossa, Luis Fernando and Hederich-Martínez, Christian",2023
"Self-assessments, attitudes, and motivational orientations towards the use of digital media in teaching a comparison between student teachers of different subject clusters",Marcus Brändle and Christina Sotiriadou and Bernd Zinn,2023
MOOCs Based Blending Teaching Reform for Integrated College Computer Course,"Yu, Yue and Fu, Ying and Chen, Yufeng and Li, Minzhi",2023
Booting the system: Leadership practices for initiating and infrastructuring district-wide computer science instructional programs,Rafi Santo and Leigh Ann DeLyser and June Ahn,2023
Pedagogical practices developed with children through hospital classes: An integrative literature review,Muanna Jéssica Batista Ludgério and Cleide Maria Pontes and Bárbara Letícia Cruz {dos Santos} and Eliza Cristina Macedo and Maria Wanderleya {de Lavor Coriolano Marinus} and Luciana Pedrosa Leal,2023
Examining Gender-oriented Design Features in Computational Toys and Kits for Young Children,"Cen, Jingyao and Xu, Tian and Yu, Junnan",2023
Data-driven Analysis of Elementary School Students' Computational Thinking through Scratch Projects,"Yang, Guang and Saito, Daisuke and Washizaki, Hironori and Fukazawa, Yoshiaki",2023
Changes in Colombian and Korean Teachers’ Self-Efficacy from talis 2018 and its Current Relation with Teacher Digital Competencies,Andry Bustamante-Barreto and Jin Eun Yoo,2023
A Pilot Study of Learning Programming with ScratchJr,"Law, Check-Yee and Goh, Kah-Ong and Ooi, Shih-Yin and Chong, Lee-Ying and Ing, Cha-Yi and Yong, Ying-Ying",2023
Examining the significance and scope of form generation in digital design through boolean operations: A Case study of contemporary buildings post-2000,"Kim, Jinho",2023
